doc,1,2,3,4,5,6,7,8,9,10,11,12,13
"text/599_(area= medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.0076540992595255375,0.007654110435396433,0.007654145359992981,0.007654103916138411,0.007654127664864062,0.0076544308103621015,0.007654613349586725,0.9081498384475708,0.007654121611267328,0.007654129061847925,0.007654103916138411,0.007654111366719007,0.007654107641428709
"text/271_(area= agricultural and biological sciences;;biochemistry, genetics and molecular biology;;medicine)_(period= 2005-2010).txt",0.009417299181222916,0.00941473338752985,0.009418172761797905,0.009415125474333765,0.00941728800535202,0.009413855150341988,0.009416641667485235,0.5097235441207886,0.009414453990757464,0.009415713138878344,0.3867056667804718,0.009413670748472214,0.009413879364728928
text/568_(area= immunology and microbiology;;medicine)_(period= 2011-2017).txt,0.008936343714594841,0.008936217986047268,0.05166285857558249,0.008936233818531036,0.008936074562370777,0.008936105296015741,0.008936185389757156,0.4841023683547974,0.008936054073274136,0.008936215192079544,0.3748731911182404,0.008936059661209583,0.008936100639402866
text/466_(area= medicine;;social sciences)_(period= 2011-2017).txt,0.6421098709106445,0.01033898163586855,0.010338973253965378,0.010338925756514072,0.010339293628931046,0.010339084081351757,0.010339049622416495,0.2441608160734177,0.010338953696191313,0.010339192114770412,0.0103389797732234,0.01033896766602993,0.010338939726352692
text/498_(area= medicine)_(period= 2011-2017).txt,0.010164734907448292,0.010164584033191204,0.01016469206660986,0.010164722800254822,0.01016457565128803,0.010164579376578331,0.010164651088416576,0.4156641662120819,0.010164453648030758,0.010164541192352772,0.010164723731577395,0.010164452716708185,0.4725251197814941
text/329_(area= health professions;;medicine;;nursing)_(period= 2011-2017).txt,0.4414927363395691,0.010689165443181992,0.01068916730582714,0.010689389891922474,0.01068949047476053,0.010689260438084602,0.010689158923923971,0.440925806760788,0.010689150542020798,0.010689119808375835,0.010689098387956621,0.010689325630664824,0.010689109563827516
text/140_(area= medicine)_(period= 2005-2010).txt,0.00988010875880718,0.009880025871098042,0.4937029480934143,0.009880045428872108,0.00988013856112957,0.009880133904516695,0.009880149737000464,0.397615909576416,0.009880161844193935,0.009880063124001026,0.009880131110548971,0.009880014695227146,0.009880145080387592
"text/512_(area= biochemistry, genetics and molecular biology;;medicine)_(period= 2011-2017).txt",0.010885161347687244,0.4907925724983215,0.010885191150009632,0.010885138064622879,0.010885254479944706,0.010885201394557951,0.01088517252355814,0.3894705474376679,0.010885220021009443,0.01088513620197773,0.010885143652558328,0.010885125957429407,0.010885155759751795
text/598_(area= )_(period= 2011-2017).txt,0.008701557293534279,0.008701515384018421,0.008701527491211891,0.008701536804437637,0.008701605722308159,0.008701546117663383,0.0087016886100173,0.8955810070037842,0.008701764047145844,0.00870152935385704,0.008701715618371964,0.008701506070792675,0.00870154332369566
text/302_(area= )_(period= 2011-2017).txt,0.012477515265345572,0.012476146221160887,0.012478509917855264,0.012479095719754696,0.012476821430027485,0.01247673947364092,0.012476344592869282,0.1929052621126175,0.08322010934352875,0.012478020973503591,0.012481703422963621,0.5990967750549316,0.012476988136768341
text/392_(area= medicine;;social sciences)_(period= 2011-2017).txt,0.01209924928843975,0.01209928747266531,0.012099337764084341,0.012099270708858969,0.012099260464310646,0.012099461629986765,0.012099253945052624,0.4723629951477051,0.012099321000277996,0.3945446610450745,0.012099339626729487,0.012099303305149078,0.012099258601665495
text/198_(area= health professions;;social sciences)_(period= 2005-2010).txt,0.010361227206885816,0.010361223481595516,0.01036125048995018,0.010361228138208391,0.010361416265368463,0.010361257940530777,0.01036123000085354,0.8756650686264038,0.01036124024540186,0.010361222550272942,0.010361223481595516,0.010361218824982643,0.010361221618950369
text/426_(area= nursing)_(period= 2011-2017).txt,0.011952981352806093,0.011952974833548069,0.011952986009418964,0.011952970176935196,0.01195297110825777,0.01195297297090292,0.011952974833548069,0.8565642833709717,0.011952973902225494,0.01195297110825777,0.011952970176935196,0.01195297110825777,0.01195297297090292
text/428_(area= health professions;;social sciences)_(period= 2011-2017).txt,0.0099822748452425,0.009982389397919178,0.009982804767787457,0.009982411749660969,0.009982224553823471,0.009982920251786707,0.009982322342693806,0.6436229348182678,0.009982391260564329,0.009982449002563952,0.00998252909630537,0.2465700507164001,0.00998231302946806
text/99_(area= psychology)_(period= 1998-2004).txt,0.010341458953917028,0.010341360233724116,0.010341423563659193,0.010341599583625792,0.010341381654143332,0.010341368615627287,0.4592306911945343,0.4270137250423432,0.010341400280594826,0.01034142915159464,0.010341445915400982,0.010341373272240162,0.010341344401240349
text/361_(area= psychology)_(period= 2011-2017).txt,0.01013854518532753,0.01013848464936018,0.01013874914497137,0.010138482786715029,0.4034707546234131,0.01013851445168257,0.010138423182070257,0.4850049018859863,0.01013857498764992,0.01013855915516615,0.0101388581097126,0.010138632729649544,0.010138476267457008
text/480_(area= psychology;;social sciences)_(period= 2011-2017).txt,0.007174690719693898,0.00717479968443513,0.099579356610775,0.007174613419920206,0.007174659986048938,0.007174959871917962,0.007175107020884751,0.3880480825901032,0.0071747247129678735,0.007174670696258545,0.4406242966651917,0.0071750651113688954,0.007174964062869549
text/452_(area= nursing)_(period= 2011-2017).txt,0.012476992793381214,0.012477229349315166,0.12115716189146042,0.012476945295929907,0.012476898729801178,0.012484234757721424,0.01247732900083065,0.7415880560874939,0.01247722189873457,0.01247686054557562,0.01247689127922058,0.012477307580411434,0.01247686892747879
text/560_(area= medicine;;neuroscience)_(period= 2011-2017).txt,0.3721296191215515,0.010475906543433666,0.010475689545273779,0.010475371032953262,0.010475529357790949,0.010475486516952516,0.010475288145244122,0.5126404762268066,0.010475379414856434,0.010476241819560528,0.01047495473176241,0.01047512236982584,0.010474955663084984
text/488_(area= medicine)_(period= 2011-2017).txt,0.008297121152281761,0.008295993320643902,0.008295852690935135,0.4121390581130981,0.008295844309031963,0.00829588808119297,0.008295836858451366,0.4966051876544952,0.008295943960547447,0.008295835927128792,0.008295821025967598,0.008295845240354538,0.00829580519348383
text/548_(area= )_(period= 2011-2017).txt,0.013852640986442566,0.013852620497345923,0.013852623291313648,0.013852695934474468,0.013852961361408234,0.013852610252797605,0.013852586038410664,0.3453432321548462,0.01385280676186085,0.5022772550582886,0.013852735981345177,0.013852559961378573,0.013852713629603386
text/52_(area= medicine;;nursing)_(period= 1998-2004).txt,0.009574380703270435,0.009573778137564659,0.009574372321367264,0.009573942050337791,0.00957441795617342,0.009573876857757568,0.009574824944138529,0.23441025614738464,0.009573737159371376,0.6602697372436523,0.009574797004461287,0.009574102237820624,0.009577768854796886
text/379_(area= arts and humanities;;social sciences)_(period= 2011-2017).txt,0.009230375289916992,0.009229760617017746,0.009229835122823715,0.009230026043951513,0.3759117126464844,0.009229855611920357,0.00922991707921028,0.4402754306793213,0.009230028837919235,0.09151377528905867,0.009229736402630806,0.009229705668985844,0.009229791350662708
text/483_(area= social sciences)_(period= 2011-2017).txt,0.010562937706708908,0.01056304108351469,0.010562877170741558,0.010562757030129431,0.01056282129138708,0.01056369300931692,0.010562841780483723,0.4103993773460388,0.01056278683245182,0.010562957264482977,0.010562737472355366,0.010562796145677568,0.4734083712100983
text/429_(area= nursing)_(period= 2011-2017).txt,0.01061649527400732,0.010616316460072994,0.01061649899929762,0.01061643473803997,0.010616631247103214,0.010616380721330644,0.5422619581222534,0.340957909822464,0.010616266168653963,0.010616236366331577,0.010616237297654152,0.01061626523733139,0.0106163639575243
text/87_(area= medicine;;psychology)_(period= 1998-2004).txt,0.008491494692862034,0.008491097949445248,0.008491383865475655,0.00849157851189375,0.008490986190736294,0.008491459302604198,0.2268230766057968,0.6797739863395691,0.008491220884025097,0.00849081389605999,0.008490861393511295,0.008491124957799911,0.008490894921123981
"text/164_(area= arts and humanities;;computer science;;economics, econometrics and finance;;engineering;;social sciences)_(period= 2005-2010).txt",0.009283015504479408,0.009282995015382768,0.009283002465963364,0.009282995946705341,0.009283014573156834,0.009282994084060192,0.009282990358769894,0.8886039853096008,0.009282994084060192,0.009282998740673063,0.009283031336963177,0.009282988496124744,0.00928298942744732
text/427_(area= nursing)_(period= 2011-2017).txt,0.018983343616127968,0.01898384653031826,0.01898348145186901,0.018983518704772,0.01898352243006229,0.018983466550707817,0.018983403220772743,0.01898699626326561,0.01898345910012722,0.018983643501996997,0.018983449786901474,0.7721942067146301,0.018983734771609303
"text/368_(area= biochemistry, genetics and molecular biology)_(period= 2011-2017).txt",0.00928311888128519,0.009283184073865414,0.009283261373639108,0.009283200837671757,0.009283061139285564,0.009283415973186493,0.009283049032092094,0.5254877209663391,0.00928372424095869,0.00928321573883295,0.3723964691162109,0.009283468127250671,0.009283059276640415
text/186_(area= medicine)_(period= 2005-2010).txt,0.009675342589616777,0.009675306268036366,0.009675602428615091,0.00967531092464924,0.009675358422100544,0.0581103153526783,0.009675292298197745,0.40445032715797424,0.440684586763382,0.0096754627302289,0.00967610627412796,0.009675664827227592,0.00967532116919756
text/261_(area= mathematics)_(period= 2005-2010).txt,0.011893993243575096,0.011894051916897295,0.011894035153090954,0.011893988586962223,0.011893989518284798,0.011894037947058678,0.011894010938704014,0.3682745695114136,0.5008912682533264,0.011893990449607372,0.01189400814473629,0.011894014663994312,0.011894023045897484
text/173_(area= medicine;;psychology)_(period= 2005-2010).txt,0.008652974851429462,0.008652796968817711,0.008653153665363789,0.008652808144688606,0.008652802556753159,0.008652973920106888,0.4235348105430603,0.4812824428081513,0.008652806282043457,0.008652817457914352,0.00865288358181715,0.008653032593429089,0.008653730154037477
text/422_(area= arts and humanities;;psychology;;social sciences)_(period= 2011-2017).txt,0.010697796940803528,0.010697711259126663,0.010697864927351476,0.010697497054934502,0.010697507299482822,0.010698199272155762,0.010697554796934128,0.3206089735031128,0.5617166757583618,0.01069756131619215,0.010697555728256702,0.010697506368160248,0.010697629302740095
"text/211_(area= environmental science;;pharmacology, toxicology and pharmaceutics)_(period= 2005-2010).txt",0.010972783900797369,0.01097287982702255,0.010972765274345877,0.010972888208925724,0.01097280066460371,0.5111523270606995,0.010973535478115082,0.3681455254554749,0.010973265394568443,0.010972762480378151,0.010972885414958,0.010972763411700727,0.01097280066460371
text/223_(area= psychology)_(period= 2005-2010).txt,0.01187861617654562,0.4382556080818176,0.011878312565386295,0.01187868881970644,0.011879253201186657,0.011878508143126965,0.011878477409482002,0.4310810267925263,0.01187844015657902,0.011878290213644505,0.011878262273967266,0.01187827903777361,0.011878239922225477
text/191_(area= medicine;;social sciences)_(period= 2005-2010).txt,0.011274721473455427,0.011274638585746288,0.23272018134593964,0.011274641379714012,0.011274654418230057,0.011274819262325764,0.011274660006165504,0.6432583928108215,0.011274772696197031,0.011274641379714012,0.011274637654423714,0.01127462089061737,0.011274626478552818
text/372_(area= medicine)_(period= 2011-2017).txt,0.008898318745195866,0.008898353204131126,0.008898479864001274,0.00889829732477665,0.0088982954621315,0.00889848917722702,0.008898387663066387,0.8932198286056519,0.00889833364635706,0.008898330852389336,0.0088982954621315,0.00889830756932497,0.008898303844034672
text/91_(area= medicine;;neuroscience)_(period= 1998-2004).txt,0.0093403747305274,0.009340367279946804,0.5202562808990479,0.009340383112430573,0.009340384043753149,0.009340577758848669,0.009340404532849787,0.37699928879737854,0.009340424090623856,0.009340362623333931,0.00934034399688244,0.00934035237878561,0.009340415708720684
"text/119_(area= biochemistry, genetics and molecular biology;;immunology and microbiology;;pharmacology, toxicology and pharmaceutics)_(period= 1998-2004).txt",0.010994447395205498,0.010994467884302141,0.010994425043463707,0.01099490839987993,0.010994848795235157,0.010994803160429,0.010994468815624714,0.6671712398529053,0.010994468815624714,0.010994306765496729,0.21188880503177646,0.01099452469497919,0.010994289070367813
"text/353_(area= business, management and accounting;;economics, econometrics and finance)_(period= 2011-2017).txt",0.689950168132782,0.012435170821845531,0.012435237877070906,0.012436265125870705,0.012435253709554672,0.012435290962457657,0.01243516243994236,0.17326155304908752,0.012435261160135271,0.012435240671038628,0.01243513450026512,0.012435121461749077,0.012435147538781166
text/243_(area= medicine)_(period= 2005-2010).txt,0.010107158683240414,0.010107377544045448,0.010106843896210194,0.010106650181114674,0.4977198243141174,0.010107039473950865,0.0101067079231143,0.39110398292541504,0.010106692090630531,0.010107213631272316,0.010106639936566351,0.010106627829372885,0.010107289999723434
text/67_(area= medicine)_(period= 1998-2004).txt,0.008897132240235806,0.008897171355783941,0.008897123858332634,0.008897088468074799,0.00889712106436491,0.32335349917411804,0.008897113613784313,0.5787782073020935,0.008897189050912857,0.008897089399397373,0.008897077292203903,0.008897070772945881,0.00889713317155838
text/516_(area= medicine;;nursing;;social sciences)_(period= 2011-2017).txt,0.010644187219440935,0.010644081979990005,0.010644002817571165,0.010644108057022095,0.010644130408763884,0.010644061490893364,0.010644125752151012,0.6334509253501892,0.010644048452377321,0.010644127614796162,0.24946370720863345,0.010644018650054932,0.010644468478858473
text/309_(area= mathematics)_(period= 2011-2017).txt,0.011639108881354332,0.011639077216386795,0.011639058589935304,0.011639040894806385,0.011639116331934929,0.01163923181593418,0.011639047414064407,0.4503815770149231,0.4215883910655975,0.011639157310128212,0.011639036238193512,0.011639042757451534,0.0116391247138381
text/184_(area= nursing)_(period= 2005-2010).txt,0.010957657359540462,0.010957605205476284,0.010957603342831137,0.41941091418266296,0.010957695543766022,0.010957814753055573,0.01095771137624979,0.4600545763969421,0.010957598686218262,0.010957618243992329,0.010957768186926842,0.010957703925669192,0.010957784950733185
text/32_(area= medicine)_(period= 1998-2004).txt,0.009875066578388214,0.009875332936644554,0.009875274263322352,0.009875326417386532,0.009875079616904259,0.3210727572441101,0.009874954819679259,0.5702999830245972,0.009875088930130005,0.009875168092548849,0.009875191375613213,0.009875061921775341,0.00987566076219082
text/539_(area= medicine)_(period= 2011-2017).txt,0.010821926407516004,0.010821829549968244,0.010821858420968056,0.010821781121194364,0.25102901458740234,0.010821902193129064,0.010821789503097534,0.6299303770065308,0.01082192361354828,0.010821825824677944,0.010821902193129064,0.010821853764355184,0.01082202699035406
text/73_(area= medicine)_(period= 1998-2004).txt,0.010034090839326382,0.010034717619419098,0.010034115053713322,0.01003395300358534,0.010034204460680485,0.010034253820776941,0.010034581646323204,0.5619446039199829,0.010034004226326942,0.01003432460129261,0.010033968836069107,0.010034183040261269,0.3276789784431457
text/122_(area= medicine;;nursing)_(period= 1998-2004).txt,0.008662006817758083,0.008662007749080658,0.008661989122629166,0.00866197980940342,0.008662243373692036,0.008662037551403046,0.008661982603371143,0.4256001114845276,0.008662049658596516,0.008662055246531963,0.4791175127029419,0.008662005886435509,0.008661987259984016
"text/551_(area= biochemistry, genetics and molecular biology;;immunology and microbiology;;medicine)_(period= 2011-2017).txt",0.009043369442224504,0.009043761529028416,0.009047850035130978,0.348666250705719,0.009042879566550257,0.06792949885129929,0.009045845828950405,0.4929642379283905,0.009043775498867037,0.009043008089065552,0.009042779915034773,0.0090436190366745,0.00904309656471014
text/304_(area= medicine;;nursing)_(period= 2011-2017).txt,0.011202755384147169,0.011202701367437841,0.011202734895050527,0.011202695779502392,0.011202669702470304,0.5514841675758362,0.01120269112288952,0.3252861201763153,0.011202704161405563,0.0112026771530509,0.01120266504585743,0.011202707886695862,0.011202710680663586
"text/592_(area= immunology and microbiology;;medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.00915494840592146,0.39332351088523865,0.009155198931694029,0.009154767729341984,0.009154774248600006,0.009154836647212505,0.009154727682471277,0.505973219871521,0.009154865518212318,0.009154747240245342,0.009154836647212505,0.00915475282818079,0.009154769591987131
text/273_(area= )_(period= 2005-2010).txt,0.011040879413485529,0.011040831916034222,0.4859296381473541,0.011040961369872091,0.01104093249887228,0.011041012592613695,0.011040826328098774,0.3926205337047577,0.011040843091905115,0.011040826328098774,0.011040875688195229,0.011040925048291685,0.011040938086807728
text/418_(area= health professions;;mathematics;;medicine)_(period= 2011-2017).txt,0.009563136845827104,0.009563490748405457,0.4619184732437134,0.009563223458826542,0.009563159197568892,0.009563231840729712,0.009563666768372059,0.4328852891921997,0.009563157334923744,0.0095635075122118,0.009563188068568708,0.009563221596181393,0.009563221596181393
text/531_(area= medicine)_(period= 2011-2017).txt,0.0067169941030442715,0.40804558992385853,0.006717058829963207,0.0067169489338994035,0.006717022974044085,0.006717187818139792,0.006717014592140913,0.5180670619010925,0.006717032752931118,0.006716993171721697,0.00671699084341526,0.006716968026012182,0.0067171105183660975
"text/182_(area= environmental science;;medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2005-2010).txt",0.011571740731596948,0.011571913957595823,0.011573566123843193,0.6003717184066772,0.011572602204978466,0.011572010815143585,0.011571719311177729,0.2723312079906464,0.011573338881134987,0.011573823168873787,0.011571845971047878,0.011572576127946377,0.011571955867111685
text/166_(area= medicine;;psychology)_(period= 2005-2010).txt,0.36172154545784,0.011311652138829231,0.01131135318428278,0.011311284266412258,0.01131143607199192,0.011311369016766548,0.011311293579638004,0.5138530731201172,0.011311429552733898,0.01131156086921692,0.011311300098896028,0.011311301961541176,0.01131140161305666
text/214_(area= immunology and microbiology;;medicine)_(period= 2005-2010).txt,0.013117347843945026,0.013116128742694856,0.013116167858242987,0.5340558290481567,0.013116108253598213,0.013116137124598026,0.013116136193275452,0.3216640055179596,0.013116886839270592,0.013116179034113884,0.01311612222343683,0.013116701506078243,0.013116286136209965
text/105_(area= psychology)_(period= 1998-2004).txt,0.012082620523869993,0.012082630768418312,0.5991111993789673,0.012082628905773165,0.012082662433385849,0.012082566507160664,0.012082572095096113,0.26798015832901,0.012082639150321484,0.012082573026418686,0.012082546949386595,0.012082592584192751,0.012082590721547605
text/158_(area= medicine)_(period= 2005-2010).txt,0.010966407135128977,0.010966247878968716,0.01096627302467823,0.010966253466904163,0.010966265574097632,0.010966437868773935,0.4611011147499085,0.41826948523521423,0.010966407135128977,0.010966275818645954,0.010966256260871887,0.0109662851318717,0.010966281406581402
text/84_(area= medicine)_(period= 1998-2004).txt,0.010218112729489805,0.010218066163361073,0.010218126699328424,0.010218081064522266,0.010218054056167604,0.01021900214254856,0.010218198411166668,0.3302437663078308,0.010218069888651373,0.010218408890068531,0.5573551654815674,0.010218152776360512,0.01021877769380808
text/323_(area= arts and humanities;;psychology)_(period= 2011-2017).txt,0.009548327885568142,0.009547926485538484,0.009548718109726906,0.009548603557050228,0.5285232663154602,0.009547975845634936,0.009547963738441469,0.3664470911026001,0.009547821246087551,0.009548070840537548,0.009548489935696123,0.009547795169055462,0.009547877125442028
text/262_(area= medicine)_(period= 2005-2010).txt,0.008588875643908978,0.008588559925556183,0.008588824421167374,0.5515275597572327,0.008589105680584908,0.008589398115873337,0.008589128963649273,0.35399559140205383,0.008588575758039951,0.008588792756199837,0.008588493801653385,0.008588461205363274,0.008588586933910847
text/579_(area= medicine;;nursing)_(period= 2011-2017).txt,0.00961062777787447,0.009610677137970923,0.0096107367426157,0.00961062591522932,0.009610582143068314,0.3756790459156037,0.009610749781131744,0.5186000466346741,0.0096105569973588,0.009611484594643116,0.009612834081053734,0.009610755369067192,0.009611282497644423
text/46_(area= medicine)_(period= 1998-2004).txt,0.009255844168365002,0.00925571657717228,0.00925701390951872,0.009255434386432173,0.009255582466721536,0.009256467223167421,0.009255526587367058,0.4791907966136933,0.4189946353435517,0.009255552664399149,0.009255589917302132,0.009256337769329548,0.009255517274141312
text/449_(area= social sciences)_(period= 2011-2017).txt,0.012108947150409222,0.012108891271054743,0.012109000235795976,0.012108882889151571,0.3680798709392548,0.012108899652957916,0.012109118513762951,0.4987218081951141,0.012108882889151571,0.012108873575925829,0.012108964845538141,0.012108883820474148,0.012108925729990005
text/450_(area= social sciences)_(period= 2011-2017).txt,0.01447205524891615,0.014472343027591704,0.6497064828872681,0.014472108334302904,0.014471993781626225,0.014471879228949547,0.014471944421529768,0.19110143184661865,0.01447195466607809,0.014472151175141338,0.01447209157049656,0.014471757225692272,0.014471766538918018
text/315_(area= decision sciences;;mathematics)_(period= 2011-2017).txt,0.010570487007498741,0.010569928213953972,0.010569878853857516,0.010569894686341286,0.01056983694434166,0.010569742880761623,0.010569999925792216,0.437080591917038,0.010570177808403969,0.010569876991212368,0.010569664649665356,0.4466501772403717,0.010569737292826177
text/494_(area= medicine)_(period= 2011-2017).txt,0.015535103157162666,0.015538354404270647,0.015536255203187466,0.015539921820163729,0.4409569799900055,0.015568755567073822,0.015537087805569172,0.3880847096443176,0.015539458952844143,0.015535945072770119,0.015543173998594284,0.015547082759439943,0.015537162311375141
"text/118_(area= biochemistry, genetics and molecular biology;;immunology and microbiology;;pharmacology, toxicology and pharmaceutics)_(period= 1998-2004).txt",0.5247397422790527,0.01388537883758545,0.01388541515916586,0.013885381631553171,0.013885361142456532,0.01388539467006922,0.01388541329652071,0.3225210607051849,0.0138854356482625,0.01388536486774683,0.01388535276055336,0.013885367661714554,0.013885367661714554
text/217_(area= nursing)_(period= 2005-2010).txt,0.19913752377033234,0.007497457787394524,0.3245927095413208,0.007497529964894056,0.007497461047023535,0.007497654762119055,0.007497516926378013,0.4012945890426636,0.0074975662864744655,0.007497504353523254,0.007497524842619895,0.007497458718717098,0.007497478276491166
text/237_(area= medicine)_(period= 2005-2010).txt,0.010326158255338669,0.010326229967176914,0.010327457450330256,0.3541566729545593,0.01032637245953083,0.010326427407562731,0.010326461866497992,0.5322539210319519,0.010326161049306393,0.010325967334210873,0.010325874201953413,0.010326182469725607,0.0103261424228549
text/347_(area= medicine)_(period= 2011-2017).txt,0.006819702684879303,0.006821135058999062,0.2770403623580933,0.006818957626819611,0.006819570437073708,0.006821727845817804,0.006819088477641344,0.5472849607467651,0.10747485607862473,0.006820984184741974,0.006819829344749451,0.0068195322528481475,0.0068192435428500175
"text/365_(area= biochemistry, genetics and molecular biology;;medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.008889448828995228,0.00888944696635008,0.008889448828995228,0.00888944696635008,0.008889663964509964,0.00888944324105978,0.008889440447092056,0.893326461315155,0.008889477699995041,0.008889442309737206,0.00888944696635008,0.008889439515769482,0.008889439515769482
text/218_(area= medicine;;psychology)_(period= 2005-2010).txt,0.01244828850030899,0.012447593733668327,0.012447740882635115,0.012447607703506948,0.012447615154087543,0.012449511326849459,0.012447576969861984,0.4327625334262848,0.012447893619537355,0.012447724118828772,0.012447655200958252,0.01244811713695526,0.4303101301193237
text/13_(area= medicine)_(period= 1998-2004).txt,0.008604436181485653,0.008605055510997772,0.00860447995364666,0.4792489409446716,0.008605431765317917,0.008604390546679497,0.008604445494711399,0.4261011481285095,0.0086043830960989,0.008604345843195915,0.008604314178228378,0.008604293689131737,0.00860429834574461
text/425_(area= nursing)_(period= 2011-2017).txt,0.013211182318627834,0.013211255893111229,0.013211209326982498,0.013211186043918131,0.4474470615386963,0.013211202807724476,0.013211189769208431,0.4072296023368835,0.013211239129304886,0.013211268931627274,0.013211179524660109,0.013211202807724476,0.01321119349449873
text/163_(area= medicine;;neuroscience)_(period= 2005-2010).txt,0.009761967696249485,0.00976083520799875,0.009760984219610693,0.00976097397506237,0.00976013857871294,0.009767455980181694,0.2819710373878479,0.6106563210487366,0.00976035092025995,0.009760351851582529,0.009759782813489435,0.009759816341102123,0.009759990498423576
text/275_(area= medicine;;neuroscience)_(period= 2005-2010).txt,0.009792754426598549,0.2972675859928131,0.009792757220566273,0.009792630560696123,0.009792539291083813,0.009792665019631386,0.009792646393179892,0.5950132608413696,0.009792605414986609,0.009792674332857132,0.00979260727763176,0.009792548604309559,0.009792768396437168
text/490_(area= medicine)_(period= 2011-2017).txt,0.00982400216162205,0.0098239341750741,0.009823748841881752,0.009823779575526714,0.009823787957429886,0.39729759097099293,0.00982376467436552,0.4946403503417969,0.009823767468333244,0.009823761880397795,0.009823785163462162,0.009823786094784737,0.009823912754654884
