doc,1,2,3,4,5
"text/551_(area= biochemistry, genetics and molecular biology;;immunology and microbiology;;medicine)_(period= 2011-2017).txt",0.001487085479311645,0.8416714668273926,0.15388762950897217,0.0014767800457775593,0.001477062702178955
text/304_(area= medicine;;nursing)_(period= 2011-2017).txt,0.0028246406000107527,0.9886700510978699,0.0028656646609306335,0.0028099697083234787,0.002829709555953741
"text/592_(area= immunology and microbiology;;medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.31304365396499634,0.002427015919238329,0.6796756982803345,0.002420108998194337,0.002433564281091094
text/273_(area= )_(period= 2005-2010).txt,0.003581087337806821,0.6104183793067932,0.0035842079669237137,0.003563937498256564,0.37885236740112305
text/418_(area= health professions;;mathematics;;medicine)_(period= 2011-2017).txt,0.0021084530744701624,0.0020812880247831345,0.9916411638259888,0.0020880757365375757,0.002080972073599696
text/531_(area= medicine)_(period= 2011-2017).txt,0.0005734001751989126,0.0005753548466600478,0.9977047443389893,0.0005730344564653933,0.0005734770093113184
"text/182_(area= environmental science;;medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2005-2010).txt",0.001675126375630498,0.0017061306862160563,0.0016839045565575361,0.0016793337417766452,0.9932554960250854
text/166_(area= medicine;;psychology)_(period= 2005-2010).txt,0.002748774830251932,0.24885544180870056,0.002761563751846552,0.002746579237282276,0.7428876161575317
text/214_(area= immunology and microbiology;;medicine)_(period= 2005-2010).txt,0.0020924180280417204,0.16263434290885925,0.8310812711715698,0.0020883288234472275,0.0021036197431385517
text/105_(area= psychology)_(period= 1998-2004).txt,0.003492213785648346,0.9859699010848999,0.003517687553539872,0.0034866072237491608,0.003533578012138605
text/158_(area= medicine)_(period= 2005-2010).txt,0.003076002700254321,0.9877400994300842,0.0030806555878371,0.0030438590329140425,0.003059341572225094
text/84_(area= medicine)_(period= 1998-2004).txt,0.0024216927122324705,0.9902939796447754,0.0024152016267180443,0.002430946798995137,0.0024381999392062426
text/323_(area= arts and humanities;;psychology)_(period= 2011-2017).txt,0.001935601350851357,0.0018703804817050695,0.851164698600769,0.062201403081417084,0.08282790333032608
text/262_(area= medicine)_(period= 2005-2010).txt,0.0018156284932047129,0.001804389525204897,0.0018098247237503529,0.992763340473175,0.001806826563552022
text/579_(area= medicine;;nursing)_(period= 2011-2017).txt,0.9913927316665649,0.0021510387305170298,0.002142371842637658,0.0021515190601348877,0.00216232449747622
text/46_(area= medicine)_(period= 1998-2004).txt,0.0015762982657179236,0.08092127740383148,0.914359986782074,0.0015655204188078642,0.001576944487169385
text/449_(area= social sciences)_(period= 2011-2017).txt,0.9825592041015625,0.004347412381321192,0.0043255602940917015,0.004386547952890396,0.004381299950182438
text/450_(area= social sciences)_(period= 2011-2017).txt,0.00476038409397006,0.004738400690257549,0.004710640758275986,0.981048047542572,0.004742514342069626
text/315_(area= decision sciences;;mathematics)_(period= 2011-2017).txt,0.0020558347459882498,0.0020504167769104242,0.0020452283788472414,0.9918028712272644,0.0020456649363040924
text/494_(area= medicine)_(period= 2011-2017).txt,0.003446383634582162,0.0034972820430994034,0.18888495862483978,0.0034329041372984648,0.8007384538650513
"text/118_(area= biochemistry, genetics and molecular biology;;immunology and microbiology;;pharmacology, toxicology and pharmaceutics)_(period= 1998-2004).txt",0.400842547416687,0.18969638645648956,0.3962802290916443,0.006582938134670258,0.006597923580557108
text/217_(area= nursing)_(period= 2005-2010).txt,0.12269648164510727,0.8732651472091675,0.0013450614642351866,0.0013482584618031979,0.0013450679834932089
text/237_(area= medicine)_(period= 2005-2010).txt,0.0024203453212976456,0.0024064553435891867,0.9903461337089539,0.002393512986600399,0.002433567773550749
text/347_(area= medicine)_(period= 2011-2017).txt,0.0005511459312401712,0.0005524726002477109,0.9977969527244568,0.0005486754234880209,0.0005508006433956325
"text/365_(area= biochemistry, genetics and molecular biology;;medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.9937193989753723,0.001568494481034577,0.001580871525220573,0.0015633768634870648,0.0015678884228691459
text/218_(area= medicine;;psychology)_(period= 2005-2010).txt,0.0023068601731210947,0.0022899543400853872,0.9862048029899597,0.00691325543448329,0.002285101218149066
text/13_(area= medicine)_(period= 1998-2004).txt,0.0014986172318458557,0.0014857817441225052,0.994025468826294,0.0014849936123937368,0.001505157328210771
text/425_(area= nursing)_(period= 2011-2017).txt,0.006541552022099495,0.0065462966449558735,0.9738723039627075,0.0065019032917916775,0.006537931505590677
text/163_(area= medicine;;neuroscience)_(period= 2005-2010).txt,0.0014630937948822975,0.22956526279449463,0.7660697102546692,0.001447714981622994,0.0014542224816977978
text/275_(area= medicine;;neuroscience)_(period= 2005-2010).txt,0.003261481411755085,0.9870118498802185,0.0032388237304985523,0.0032143299467861652,0.0032735310960561037
text/490_(area= medicine)_(period= 2011-2017).txt,0.0018654251471161842,0.001857604831457138,0.9925838708877563,0.0018417504616081715,0.001851336332038045
text/16_(area= medicine;;psychology)_(period= 1998-2004).txt,0.0012341231340542436,0.9950563311576843,0.0012338210362941027,0.0012337331427261233,0.001241977559402585
text/233_(area= medicine)_(period= 2005-2010).txt,0.0010730091016739607,0.0010728887282311916,0.995720386505127,0.0010693937074393034,0.0010642762063071132
text/17_(area= medicine)_(period= 1998-2004).txt,0.0026575077790766954,0.002646218053996563,0.9894108772277832,0.0026367080863565207,0.0026487347204238176
text/370_(area= medicine;;psychology)_(period= 2011-2017).txt,0.0029641378205269575,0.002972459187731147,0.5143037438392639,0.0029530897736549377,0.47680655121803284
text/109_(area= medicine;;nursing)_(period= 1998-2004).txt,0.006209144834429026,0.9752954244613647,0.006141706369817257,0.0061265211552381516,0.006227212026715279
text/484_(area= engineering;;mathematics;;physics and astronomy)_(period= 2011-2017).txt,0.7644141316413879,0.2284408062696457,0.0023802893701940775,0.0023680473677814007,0.0023967258166521788
text/8_(area= medicine)_(period= 1998-2004).txt,0.0013075127499178052,0.6403845548629761,0.0013235060032457113,0.11626480519771576,0.24071960151195526
text/227_(area= medicine)_(period= 2005-2010).txt,0.0014503886923193932,0.001453935750760138,0.9941950440406799,0.0014396944316104054,0.0014609399950131774
text/80_(area= medicine)_(period= 1998-2004).txt,0.11878825724124908,0.5950482487678528,0.27954769134521484,0.0033123421017080545,0.003303420962765813
"text/584_(area= immunology and microbiology;;medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.0022565785329788923,0.0022552059963345528,0.9909855127334595,0.002250045770779252,0.002252668607980013
text/316_(area= medicine)_(period= 2011-2017).txt,0.002304550027474761,0.002311481861397624,0.9907717704772949,0.002302603330463171,0.002309604315087199
text/42_(area= medicine)_(period= 1998-2004).txt,0.0032438726630061865,0.9870365858078003,0.0032329645473510027,0.0032188219483941793,0.003267732448875904
text/328_(area= arts and humanities)_(period= 2011-2017).txt,0.9888641238212585,0.0027872531209141016,0.002772280713543296,0.0027863127179443836,0.002790018916130066
text/395_(area= medicine)_(period= 2011-2017).txt,0.0024890433996915817,0.0024978332221508026,0.0024701436050236225,0.0024774798657745123,0.9900654554367065
"text/339_(area= medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.9929510951042175,0.0017645345069468021,0.0017689591040834785,0.0017594052478671074,0.0017560268752276897
text/197_(area= health professions;;social sciences)_(period= 2005-2010).txt,0.7387128472328186,0.2543245553970337,0.0023173587396740913,0.002317440463230014,0.0023277639411389828
text/535_(area= medicine)_(period= 2011-2017).txt,0.00509662227705121,0.005113949533551931,0.2176818698644638,0.005041870288550854,0.7670656442642212
text/574_(area= medicine)_(period= 2011-2017).txt,0.001823041937313974,0.00181918079033494,0.9927265644073486,0.0018089351942762733,0.0018222779035568237
text/0_(area= nursing)_(period= 1998-2004).txt,0.004253517836332321,0.27686312794685364,0.18908828496932983,0.5255092978477478,0.004285769071429968
text/268_(area= )_(period= 2005-2010).txt,0.4288581609725952,0.002563864691182971,0.002538398839533329,0.5634746551513672,0.002564893802627921
text/161_(area= medicine)_(period= 2005-2010).txt,0.0012207801919430494,0.9951549172401428,0.0012170796981081367,0.001201240229420364,0.0012059659929946065
text/277_(area= )_(period= 2005-2010).txt,0.007137080654501915,0.007120913360267878,0.00704613421112299,0.971534252166748,0.007161602843552828
text/436_(area= medicine;;social sciences)_(period= 2011-2017).txt,0.0014196265256032348,0.0014032742474228144,0.0014017991488799453,0.9943709969520569,0.0014043260598555207
"text/562_(area= environmental science;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.643315851688385,0.3523734211921692,0.0014379669446498156,0.001431066426448524,0.0014417475322261453
text/467_(area= medicine;;social sciences)_(period= 2011-2017).txt,0.42565372586250305,0.5663524270057678,0.0026727127842605114,0.0026516683865338564,0.0026694168336689472
text/573_(area= medicine)_(period= 2011-2017).txt,0.43292930722236633,0.0029360479675233364,0.5583018064498901,0.0029047755524516106,0.002928109373897314
text/78_(area= medicine)_(period= 1998-2004).txt,0.002224854426458478,0.002254533115774393,0.0022312095388770103,0.0022173484321683645,0.9910720586776733
text/107_(area= medicine)_(period= 1998-2004).txt,0.4291681945323944,0.18803872168064117,0.07804100960493088,0.0014003131072968245,0.30335181951522827
text/165_(area= arts and humanities;;medicine;;social sciences)_(period= 2005-2010).txt,0.0036174871493130922,0.0036083883605897427,0.3125051259994507,0.003585000056773424,0.6766839623451233
text/396_(area= social sciences)_(period= 2011-2017).txt,0.004141914192587137,0.004142098128795624,0.004152692388743162,0.004137090872973204,0.9834262132644653
"text/544_(area= pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.001233237562701106,0.0012378789251670241,0.995065450668335,0.0012326659634709358,0.0012307738652452826
text/547_(area= medicine;;nursing)_(period= 2011-2017).txt,0.987018346786499,0.0020386737305670977,0.006863038521260023,0.00203555915504694,0.0020444232504814863
text/383_(area= medicine;;nursing)_(period= 2011-2017).txt,0.004465255420655012,0.004424437880516052,0.20230768620967865,0.004407091066241264,0.7843955159187317
text/113_(area= medicine)_(period= 1998-2004).txt,0.0013780711451545358,0.9944880604743958,0.0013767924392595887,0.0013768718345090747,0.001380252419039607
"text/509_(area= biochemistry, genetics and molecular biology;;immunology and microbiology;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.004779232665896416,0.004749128129333258,0.9809760451316833,0.004740593489259481,0.004754964727908373
"text/247_(area= biochemistry, genetics and molecular biology;;immunology and microbiology;;pharmacology, toxicology and pharmaceutics)_(period= 2005-2010).txt",0.002834115643054247,0.2634386420249939,0.7281050086021423,0.0028111832216382027,0.0028110190760344267
text/414_(area= medicine)_(period= 2011-2017).txt,0.002904188120737672,0.002922898856922984,0.988370954990387,0.00288934214040637,0.002912562806159258
text/597_(area= )_(period= 2011-2017).txt,0.0032662220764905214,0.0032408004626631737,0.0032334306742995977,0.0032520939130336046,0.9870074391365051
text/497_(area= medicine)_(period= 2011-2017).txt,0.0005733983707614243,0.0005750604323111475,0.9977050423622131,0.0005730343400500715,0.0005734762526117265
text/386_(area= medicine)_(period= 2011-2017).txt,0.9817700386047363,0.004596084356307983,0.004544858820736408,0.004539112560451031,0.004549930803477764
text/93_(area= medicine)_(period= 1998-2004).txt,0.0031105701345950365,0.0030974012333899736,0.09204645454883575,0.8986406922340393,0.0031049433164298534
"text/589_(area= immunology and microbiology;;medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.0058356174267828465,0.0058382535353302956,0.16619917750358582,0.005805606953799725,0.8163213729858398
text/190_(area= social sciences)_(period= 2005-2010).txt,0.9924895167350769,0.0018877172842621803,0.0018854729132726789,0.0018595572328194976,0.001877723727375269
"text/114_(area= biochemistry, genetics and molecular biology;;pharmacology, toxicology and pharmaceutics)_(period= 1998-2004).txt",0.0019772069063037634,0.9920697212219238,0.0019895387813448906,0.0019732697401195765,0.0019902519416064024
text/10_(area= medicine)_(period= 1998-2004).txt,0.0014700038591399789,0.5485503673553467,0.4470251798629761,0.001468556234613061,0.0014858940849080682
text/61_(area= nursing)_(period= 1998-2004).txt,0.9696136713027954,0.007542598992586136,0.007541337516158819,0.007735602557659149,0.007566811982542276
text/400_(area= medicine)_(period= 2011-2017).txt,0.7918517589569092,0.0011165898758918047,0.20480187237262726,0.001111924764700234,0.0011178803397342563
text/360_(area= psychology)_(period= 2011-2017).txt,0.00290656671859324,0.8853432536125183,0.0029300942551344633,0.002918782876804471,0.10590124875307083
"text/578_(area= immunology and microbiology;;medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.22967326641082764,0.0026238011196255684,0.5258752703666687,0.002614484168589115,0.23921312391757965
text/311_(area= medicine)_(period= 2011-2017).txt,0.35594671964645386,0.605765163898468,0.0269234087318182,0.005667260382324457,0.005697480868548155
text/499_(area= medicine;;nursing)_(period= 2011-2017).txt,0.0020633607637137175,0.0020648660138249397,0.0020622084848582745,0.0020548750180751085,0.9917546510696411
text/45_(area= medicine)_(period= 1998-2004).txt,0.0015895882388576865,0.0016122348606586456,0.0016055596061050892,0.0015960736200213432,0.9935965538024902
text/354_(area= computer science;;social sciences)_(period= 2011-2017).txt,0.5423856377601624,0.003059856127947569,0.44840624928474426,0.0030657921452075243,0.003082397859543562
text/75_(area= medicine;;nursing)_(period= 1998-2004).txt,0.3728751540184021,0.48473483324050903,0.003293702844530344,0.0032799122855067253,0.13581639528274536
text/350_(area= medicine)_(period= 2011-2017).txt,0.0035177674144506454,0.0035277442075312138,0.9859398603439331,0.003495900658890605,0.0035187688190490007
text/423_(area= arts and humanities;;medicine;;neuroscience)_(period= 2011-2017).txt,0.0016507096588611603,0.0016483876388520002,0.0016432941192761064,0.993402898311615,0.0016547348350286484
text/299_(area= medicine)_(period= 2011-2017).txt,0.003999008797109127,0.9840428829193115,0.003988628275692463,0.0039632609114050865,0.004006246104836464
text/195_(area= arts and humanities;;medicine;;neuroscience)_(period= 2005-2010).txt,0.0021169274114072323,0.9915269017219543,0.0021189062390476465,0.002119343960657716,0.0021179202012717724
text/332_(area= multidisciplinary)_(period= 2011-2017).txt,0.19404129683971405,0.003805498592555523,0.17989423871040344,0.0037718266248703003,0.6184871792793274
text/570_(area= )_(period= 2011-2017).txt,0.8185598850250244,0.0021059864666312933,0.00210828916169703,0.00209856522269547,0.1751272827386856
text/404_(area= medicine)_(period= 2011-2017).txt,0.005307550076395273,0.005372432991862297,0.0054634991101920605,0.9785091280937195,0.005347402300685644
text/487_(area= medicine)_(period= 2011-2017).txt,0.0024495187681168318,0.002432621084153652,0.002434781286865473,0.002421201439574361,0.9902618527412415
"text/403_(area= business, management and accounting;;economics, econometrics and finance)_(period= 2011-2017).txt",0.3277137577533722,0.6628686189651489,0.003160118591040373,0.003127956995740533,0.003129559801891446
text/83_(area= medicine)_(period= 1998-2004).txt,0.002234396990388632,0.9910522103309631,0.0022360587026923895,0.00223367428407073,0.0022436692379415035
text/55_(area= nursing)_(period= 1998-2004).txt,0.007130847778171301,0.9718199968338013,0.0070441607385873795,0.006987183354794979,0.007017849944531918
text/60_(area= nursing)_(period= 1998-2004).txt,0.0075087291188538074,0.8977842330932617,0.07967251539230347,0.0074829719960689545,0.007551583927124739
text/206_(area= social sciences)_(period= 2005-2010).txt,0.9861676692962646,0.003483824897557497,0.0034460085444152355,0.0034392494708299637,0.0034632773604243994
text/344_(area= social sciences)_(period= 2011-2017).txt,0.7397514581680298,0.05275283008813858,0.06871906667947769,0.0024805141147226095,0.1362961232662201
text/451_(area= medicine)_(period= 2011-2017).txt,0.00178332079667598,0.0017840228974819183,0.9928979277610779,0.0017648432403802872,0.001769891707226634
text/532_(area= immunology and microbiology;;medicine)_(period= 2011-2017).txt,0.0018030779901891947,0.0017855552723631263,0.992828369140625,0.0017895778873935342,0.0017934165662154555
text/222_(area= psychology)_(period= 2005-2010).txt,0.002307410119101405,0.9907445907592773,0.002319643972441554,0.0023056529462337494,0.0023226861376315355
text/410_(area= medicine)_(period= 2011-2017).txt,0.30936452746391296,0.0018183840438723564,0.6852005124092102,0.001796538825146854,0.001819987897761166
"text/189_(area= business, management and accounting;;economics, econometrics and finance)_(period= 2005-2010).txt",0.7534043788909912,0.0013616615906357765,0.0013575115008279681,0.0013596114004030824,0.24251680076122284
"text/493_(area= biochemistry, genetics and molecular biology;;medicine)_(period= 2011-2017).txt",0.0005645379424095154,0.9977502822875977,0.00056152802426368,0.00056248385226354,0.0005611818050965667
text/514_(area= medicine;;psychology)_(period= 2011-2017).txt,0.0028676800429821014,0.9885798096656799,0.002832519356161356,0.0028526713140308857,0.0028672937769442797
"text/183_(area= biochemistry, genetics and molecular biology;;immunology and microbiology)_(period= 2005-2010).txt",0.002215705346316099,0.0022023420315235853,0.9911858439445496,0.002195610199123621,0.0022004833444952965
text/210_(area= medicine;;social sciences)_(period= 2005-2010).txt,0.8730421662330627,0.0015526477945968509,0.1223120167851448,0.0015458510024473071,0.001547316089272499
text/68_(area= medicine)_(period= 1998-2004).txt,0.0028364635072648525,0.8075283765792847,0.1839994490146637,0.0028044411446899176,0.0028312797658145428
text/29_(area= medicine)_(period= 1998-2004).txt,0.002468361984938383,0.9900919795036316,0.002480058465152979,0.0024681338109076023,0.002491402206942439
text/511_(area= immunology and microbiology;;medicine)_(period= 2011-2017).txt,0.004166118800640106,0.004131773952394724,0.9834169745445251,0.004141747951507568,0.004143343307077885
text/176_(area= medicine)_(period= 2005-2010).txt,0.0029005566611886024,0.002942569088190794,0.002913916250690818,0.002894002478569746,0.9883489608764648
"text/208_(area= biochemistry, genetics and molecular biology;;medicine)_(period= 2005-2010).txt",0.00829528458416462,0.008158938027918339,0.9670395255088806,0.008203078992664814,0.00830318033695221
text/185_(area= medicine;;nursing)_(period= 2005-2010).txt,0.5565357804298401,0.27113571763038635,0.0023970832116901875,0.0023810514248907566,0.16755038499832153
text/219_(area= medicine)_(period= 2005-2010).txt,0.0032277307473123074,0.987246572971344,0.003157063154503703,0.0031844289042055607,0.0031842519529163837
text/202_(area= social sciences)_(period= 2005-2010).txt,0.005112334620207548,0.005073008127510548,0.005093956831842661,0.005074656568467617,0.9796460866928101
