doc,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
all/2005-2010__medicine__14.txt,0.006891638971865177,0.00689163850620389,0.006891642697155476,0.006891654338687658,0.006891665514558554,0.006892163772135973,0.0068916501477360725,0.0068916380405426025,0.006891646888107061,0.006891641765832901,0.42876583337783813,0.006891644559800625,0.13599088788032532,0.0068916999734938145,0.0068916440941393375,0.0068916380405426025,0.3318677842617035,0.006891875993460417
"all/2011-2017__biochemistry, genetics and molecular biology__3.txt",0.006379089318215847,0.006379089318215847,0.00637908885255456,0.00637908885255456,0.006379089318215847,0.8915554881095886,0.006379089318215847,0.006379089318215847,0.006379089318215847,0.006379089318215847,0.006379092577844858,0.006379089318215847,0.006379089318215847,0.006379089783877134,0.006379089318215847,0.006379089318215847,0.006379091180860996,0.00637908885255456
all/2005-2010__medicine__28.txt,0.008504488505423069,0.008504489436745644,0.008504488505423069,0.008504488505423069,0.008504488505423069,0.008504490368068218,0.008504488505423069,0.8554236888885498,0.008504488505423069,0.008504488505423069,0.008504491299390793,0.008504488505423069,0.008504488505423069,0.008504489436745644,0.008504488505423069,0.008504488505423069,0.008504491299390793,0.008504488505423069
"all/2011-2017__biochemistry, genetics and molecular biology__21.txt",0.008056745864450932,0.008056745864450932,0.008056745864450932,0.008056745864450932,0.008056745864450932,0.008056767284870148,0.008056746795773506,0.008056745864450932,0.008056745864450932,0.008056745864450932,0.008056748658418655,0.008056746795773506,0.008056745864450932,0.008056745864450932,0.008056745864450932,0.008056745864450932,0.8630353212356567,0.008056745864450932
"all/1998-2004__biochemistry, genetics and molecular biology__4.txt",0.007399451453238726,0.007399452850222588,0.007399451453238726,0.0073994523845613,0.007399452850222588,0.007399464026093483,0.007399453315883875,0.8742092847824097,0.007399451453238726,0.007399451918900013,0.007399456575512886,0.007399453781545162,0.007399456109851599,0.007399457972496748,0.007399451918900013,0.007399451918900013,0.007399457041174173,0.007399451453238726
all/1998-2004__nursing__21.txt,0.005583497229963541,0.00558355962857604,0.005583487916737795,0.005583487916737795,0.005583524703979492,0.9050803780555725,0.005583497695624828,0.005583494435995817,0.005583494435995817,0.005583494435995817,0.005583557300269604,0.005583502352237701,0.00558349909260869,0.005583493039011955,0.005583520978689194,0.005583500489592552,0.0055835191160440445,0.005583488382399082
all/2011-2017__agricultural and biological sciences__10.txt,0.007278408855199814,0.007278407458215952,0.0072784204967319965,0.007278407923877239,0.007278407923877239,0.0072784461081027985,0.007278406992554665,0.007278407923877239,0.007278407458215952,0.007278406526893377,0.08838215470314026,0.007278528530150652,0.007278406526893377,0.0072784130461514,0.007278406992554665,0.00727847358211875,0.7951629757881165,0.0072784703224897385
all/2005-2010__social sciences__7.txt,0.008134730160236359,0.008134730160236359,0.008134730160236359,0.008134730160236359,0.008134731091558933,0.008134732022881508,0.008134731091558933,0.008134731091558933,0.008134730160236359,0.008134730160236359,0.008134765550494194,0.008134731091558933,0.008134731091558933,0.8617095351219177,0.008134731091558933,0.008134730160236359,0.008134732022881508,0.008134730160236359
all/2011-2017__immunology and microbiology__23.txt,0.008116597309708595,0.008116597309708595,0.008116597309708595,0.008116597309708595,0.008116597309708595,0.00811659824103117,0.008116597309708595,0.008116597309708595,0.008116597309708595,0.008116597309708595,0.008116601966321468,0.008116597309708595,0.008116597309708595,0.008116597309708595,0.008116597309708595,0.008116597309708595,0.862017810344696,0.008116597309708595
all/2011-2017__medicine__34.txt,0.004976344294846058,0.0049763512797653675,0.004976344294846058,0.00497634569182992,0.004976385273039341,0.8158756494522095,0.004976340569555759,0.004976342897862196,0.004976340103894472,0.004976341966539621,0.004976348951458931,0.004976358730345964,0.10450182110071182,0.004976365715265274,0.004976343363523483,0.004976361058652401,0.004977307748049498,0.00497633870691061
all/2011-2017__mathematics__1.txt,0.008416198194026947,0.008416197262704372,0.008416208438575268,0.008416199125349522,0.008416199125349522,0.008416199125349522,0.008416200056672096,0.008416199125349522,0.008416197262704372,0.008416200056672096,0.26801830530166626,0.008416199125349522,0.008416200987994671,0.5973224639892578,0.008416198194026947,0.008416197262704372,0.008416210301220417,0.008416197262704372
all/2011-2017__medicine__20.txt,0.00805933028459549,0.008059331215918064,0.00805933028459549,0.008059332147240639,0.008059331215918064,0.008059335872530937,0.008059331215918064,0.5506468415260315,0.00805933028459549,0.00805933028459549,0.3204038143157959,0.008059334009885788,0.008059332147240639,0.008059331215918064,0.008059333078563213,0.00805933028459549,0.008059337735176086,0.008059331215918064
all/2011-2017__mathematics__0.txt,0.010023446753621101,0.010023447684943676,0.010023446753621101,0.010023447684943676,0.010023452341556549,0.010023454204201698,0.010023447684943676,0.010023447684943676,0.010023468174040318,0.010023446753621101,0.2763335406780243,0.010023447684943676,0.010023447684943676,0.010023447684943676,0.010023447684943676,0.5632912516593933,0.010023449547588825,0.010023446753621101
all/2011-2017__medicine__35.txt,0.008963579311966896,0.00896359607577324,0.008963579311966896,0.00896358210593462,0.008963579311966896,0.20404742658138275,0.00896358024328947,0.008963579311966896,0.008963578380644321,0.008963579311966896,0.008963584899902344,0.008963584899902344,0.008963578380644321,0.008963578380644321,0.5392687916755676,0.008963579311966896,0.12222999334335327,0.008963578380644321
all/2011-2017__immunology and microbiology__22.txt,0.007166235242038965,0.0071662357077002525,0.007166235242038965,0.0071662357077002525,0.0071662357077002525,0.00716623617336154,0.0071662357077002525,0.0071662357077002525,0.007166235242038965,0.007166235242038965,0.4248203933238983,0.0071662357077002525,0.46051985025405884,0.00716623617336154,0.007166235242038965,0.007166235242038965,0.00716623617336154,0.007166235242038965
all/2005-2010__social sciences__6.txt,0.007055694703012705,0.007055734749883413,0.0070556942373514175,0.007055697962641716,0.007055696099996567,0.007055696099996567,0.3032330870628357,0.007055696099996567,0.007055695168673992,0.0070556942373514175,0.2148607075214386,0.17914634943008423,0.0070556942373514175,0.0070556956343352795,0.007055717054754496,0.007055702153593302,0.20398005843162537,0.007055694703012705
"all/1998-2004__biochemistry, genetics and molecular biology__5.txt",0.0078077539801597595,0.007807754445821047,0.0078077539801597595,0.0078077539801597595,0.007807756308466196,0.007807760965079069,0.007807754445821047,0.26682546734809875,0.0078077539801597595,0.6082504391670227,0.007807754911482334,0.0078077553771436214,0.007807754445821047,0.007807754911482334,0.007807754445821047,0.007807754445821047,0.0078077553771436214,0.0078077539801597595
all/2005-2010__medicine__29.txt,0.00805607344955206,0.008056078106164932,0.008056074380874634,0.008056074380874634,0.008056077174842358,0.008056079037487507,0.008056076243519783,0.008056080900132656,0.008056074380874634,0.00805607344955206,0.008056078106164932,0.8630467057228088,0.008056076243519783,0.008056078106164932,0.008056079037487507,0.008056074380874634,0.00805608369410038,0.00805607344955206
all/2005-2010__nursing__3.txt,0.011667588725686073,0.011667587794363499,0.011667588725686073,0.011667587794363499,0.011667588725686073,0.011667588725686073,0.8016510009765625,0.011667588725686073,0.011667587794363499,0.011667587794363499,0.011667589657008648,0.011667587794363499,0.011667588725686073,0.011667588725686073,0.011667588725686073,0.011667587794363499,0.011667588725686073,0.011667588725686073
all/2005-2010__medicine__15.txt,0.006767371669411659,0.5906960964202881,0.006767371203750372,0.006767371669411659,0.006767371669411659,0.19277627766132355,0.006767374463379383,0.0067673721350729465,0.006767371669411659,0.006767372600734234,0.006767374463379383,0.0067673735320568085,0.0067673721350729465,0.006767372600734234,0.0067673721350729465,0.0067673721350729465,0.11501706391572952,0.006767371669411659
all/2005-2010__neuroscience__6.txt,0.007978949695825577,0.007978950627148151,0.007978950627148151,0.007978950627148151,0.007978951558470726,0.16230455040931702,0.007978951558470726,0.007978951558470726,0.007978951558470726,0.007978957146406174,0.1490299105644226,0.5689812898635864,0.007978950627148151,0.007978951558470726,0.007978951558470726,0.007978950627148151,0.007978951558470726,0.007978951558470726
all/2005-2010__psychology__6.txt,0.007756981998682022,0.007756981998682022,0.007756981998682022,0.007756981998682022,0.007756982930004597,0.6079435348510742,0.007756982930004597,0.007756982930004597,0.007756982930004597,0.007756982930004597,0.2679447531700134,0.007756982930004597,0.007756982930004597,0.007756983395665884,0.007756982930004597,0.007756981998682022,0.007756983395665884,0.007756981998682022
all/1998-2004__medicine__26.txt,0.007898868061602116,0.7354565858840942,0.007898867130279541,0.007898954674601555,0.007898901589214802,0.007899501360952854,0.00789886899292469,0.13816064596176147,0.00789888110011816,0.00789886899292469,0.007898889482021332,0.007898892275989056,0.007898868061602116,0.007898882031440735,0.00789889506995678,0.007898868061602116,0.007898877374827862,0.007898876443505287
all/2011-2017__social sciences__38.txt,0.008564981631934643,0.00856497697532177,0.00856497697532177,0.00856497697532177,0.6325705647468567,0.23038960993289948,0.008564980700612068,0.008564988151192665,0.008564983494579792,0.008564978837966919,0.00856501143425703,0.008564992807805538,0.008564981631934643,0.008564981631934643,0.008564977906644344,0.008564990945160389,0.00856500118970871,0.008565012365579605
all/2005-2010__social sciences__15.txt,0.008454632014036179,0.00845463015139103,0.008454629220068455,0.008454629220068455,0.008454629220068455,0.2765595614910126,0.00845463015139103,0.008454632945358753,0.008454631082713604,0.008454629220068455,0.27264848351478577,0.00845463015139103,0.008454629220068455,0.19835247099399567,0.008454645983874798,0.008454629220068455,0.13407465815544128,0.008454629220068455
all/2011-2017__social sciences__10.txt,0.005719443783164024,0.005719443783164024,0.005719443783164024,0.005719451699405909,0.005719444714486599,0.005719444714486599,0.005719444714486599,0.005719444714486599,0.005719443783164024,0.005719444248825312,0.8026570677757263,0.005719443783164024,0.005719454493373632,0.005719444248825312,0.005719446111470461,0.005719443783164024,0.10583177953958511,0.005719443783164024
all/2011-2017__medicine__102.txt,0.007155433297157288,0.007155433297157288,0.007155433297157288,0.007155433297157288,0.007155433762818575,0.007155435159802437,0.8783575892448425,0.007155433297157288,0.007155433297157288,0.007155433297157288,0.0071554360911250114,0.007155434228479862,0.007155433297157288,0.007155433762818575,0.007155433762818575,0.007155433297157288,0.007155437953770161,0.007155432831496
all/2011-2017__physics and astronomy__0.txt,0.17187827825546265,0.006559502333402634,0.006559502333402634,0.006559502333402634,0.43390461802482605,0.006559504196047783,0.00655950466170907,0.006559503264725208,0.006559502333402634,0.006559502333402634,0.18074099719524384,0.006559502333402634,0.006559503730386496,0.1216430589556694,0.006559502333402634,0.006559502333402634,0.00655950466170907,0.006559501867741346
all/2011-2017__medicine__116.txt,0.007572102826088667,0.00757210049778223,0.00757210049778223,0.00757210049778223,0.14372417330741882,0.00757210236042738,0.007572104223072529,0.007572101894766092,0.0901029035449028,0.00757210049778223,0.0075721037574112415,0.007572101429104805,0.007572103291749954,0.007572101894766092,0.007572101894766092,0.00757210049778223,0.6525914072990417,0.00757210049778223
all/2011-2017__psychology__27.txt,0.0066873664036393166,0.0066873664036393166,0.0066873664036393166,0.006687366869300604,0.006687367334961891,0.7397240996360779,0.0066873664036393166,0.0066873678006231785,0.0066873664036393166,0.0066873664036393166,0.00668736919760704,0.006687366869300604,0.0066873664036393166,0.006687367334961891,0.15327803790569305,0.0066873664036393166,0.006687367334961891,0.0066873664036393166
all/2005-2010__psychology__12.txt,0.009547650814056396,0.009547680616378784,0.009547646157443523,0.009547647088766098,0.009547686204314232,0.24933215975761414,0.009547662921249866,0.009547654539346695,0.009547646157443523,0.009547647088766098,0.5979053378105164,0.009547648951411247,0.009547647088766098,0.00954766757786274,0.009547646157443523,0.009547646157443523,0.009547651745378971,0.009547666646540165
all/2005-2010__psychology__10.txt,0.008802483789622784,0.008802494965493679,0.008802483789622784,0.008802484720945358,0.008802486583590508,0.2366327941417694,0.008802484720945358,0.008802486583590508,0.008802483789622784,0.00880250334739685,0.008802495896816254,0.36853721737861633,0.008802490308880806,0.008802501484751701,0.008802484720945358,0.008802488446235657,0.2627926766872406,0.008802484720945358
all/2011-2017__psychology__25.txt,0.010139874182641506,0.01013975404202938,0.01013975590467453,0.010139787569642067,0.010139831341803074,0.010139823891222477,0.01013979222625494,0.010139808058738708,0.01013979222625494,0.010139760561287403,0.7667331695556641,0.010139750316739082,0.010139765217900276,0.010139789432287216,0.010139873251318932,0.010139748454093933,0.07103017717599869,0.010139746591448784
all/2011-2017__medicine__128.txt,0.0075098685920238495,0.0075098685920238495,0.0075098685920238495,0.007509870920330286,0.06194183975458145,0.007509875576943159,0.007509869523346424,0.007509869057685137,0.007509871385991573,0.007509869057685137,0.41295164823532104,0.007509869989007711,0.0075098746456205845,0.00750987371429801,0.2757861614227295,0.007509908173233271,0.14418214559555054,0.007509869057685137
all/2011-2017__medicine__100.txt,0.09062202274799347,0.007674561347812414,0.007674559950828552,0.007674573455005884,0.007674564141780138,0.007674567401409149,0.007674644235521555,0.007674559950828552,0.0076745725236833096,0.00767460186034441,0.08229512721300125,0.007674569264054298,0.007674564141780138,0.12765443325042725,0.007674559950828552,0.007674562744796276,0.5383856892585754,0.061273325234651566
all/2011-2017__psychology__19.txt,0.007435773033648729,0.007435773033648729,0.007435773033648729,0.007435773499310017,0.007435775361955166,0.007435779087245464,0.007435773964971304,0.007435776758939028,0.007435773033648729,0.007435773499310017,0.007435781415551901,0.007435775361955166,0.007435776758939028,0.007435777690261602,0.007435777224600315,0.007435773499310017,0.8735918402671814,0.007435773033648729
all/2011-2017__medicine__114.txt,0.007645490579307079,0.007645490579307079,0.007645490579307079,0.007645490579307079,0.8700266480445862,0.007645491044968367,0.007645491044968367,0.007645490579307079,0.007645490579307079,0.007645490579307079,0.007645491510629654,0.007645491044968367,0.007645490579307079,0.007645490579307079,0.007645491044968367,0.007645490579307079,0.00764549570158124,0.007645490579307079
all/2011-2017__social sciences__12.txt,0.007774217054247856,0.007774217985570431,0.007774217054247856,0.0077742175199091434,0.0077742175199091434,0.00777421984821558,0.007774218916893005,0.0077742175199091434,0.007774217054247856,0.007774217054247856,0.007774220779538155,0.0077742175199091434,0.0077742175199091434,0.8678382635116577,0.0077742175199091434,0.0077742175199091434,0.007774219382554293,0.007774217054247856
all/1998-2004__medicine__18.txt,0.007220366969704628,0.5582982897758484,0.007220371626317501,0.007220382336527109,0.007220399100333452,0.3261752426624298,0.0072203692980110645,0.007220366504043341,0.007220402359962463,0.007220389787107706,0.007220475468784571,0.0072205462493002415,0.00722037348896265,0.007220377679914236,0.0072203888557851315,0.007220381870865822,0.007220420520752668,0.0072204857133328915
all/1998-2004__medicine__30.txt,0.006000569090247154,0.006000604946166277,0.006000570021569729,0.0060005695559084415,0.00600059051066637,0.10504788160324097,0.006000575143843889,0.006000580731779337,0.0060005695559084415,0.006000578869134188,0.14410917460918427,0.006000623106956482,0.44083207845687866,0.00600060448050499,0.2260027378797531,0.006000574678182602,0.00600057328119874,0.006000570021569729
all/2005-2010__social sciences__17.txt,0.008235900662839413,0.008235901594161987,0.008235900662839413,0.008235901594161987,0.008235907182097435,0.008235904388129711,0.008235902525484562,0.5034981369972229,0.008235901594161987,0.008235902525484562,0.16793020069599152,0.008235901594161987,0.008235901594161987,0.20503313839435577,0.008235903456807137,0.008235900662839413,0.008235905319452286,0.008235900662839413
all/2005-2010__psychology__4.txt,0.006366432644426823,0.006366434041410685,0.00636643311008811,0.006366436835378408,0.006366436369717121,0.006366441957652569,0.006366434972733259,0.006366434041410685,0.0063664354383945465,0.006366432644426823,0.006366444751620293,0.00636643311008811,0.006366441026329994,0.0063664414919912815,0.006366434041410685,0.006366441026329994,0.7460557222366333,0.15208129584789276
all/2005-2010__neuroscience__4.txt,0.00612651789560914,0.006126518361270428,0.006126518361270428,0.006126520223915577,0.6478397250175476,0.11694856733083725,0.006126518361270428,0.00612651975825429,0.00612651975825429,0.006126518361270428,0.0061265211552381516,0.14331388473510742,0.00612651789560914,0.006126518826931715,0.006126518361270428,0.00612651789560914,0.006126520223915577,0.006126518361270428
"all/2011-2017__biochemistry, genetics and molecular biology__0.txt",0.006717212498188019,0.00671720877289772,0.006717206910252571,0.006717209704220295,0.006717219483107328,0.006717278156429529,0.17892996966838837,0.00671720877289772,0.006717232055962086,0.006717235315591097,0.006717233918607235,0.006717213429510593,0.006717207375913858,0.006717207841575146,0.7135945558547974,0.006717207375913858,0.006717210169881582,0.006717208307236433
all/2005-2010__nursing__1.txt,0.007854701019823551,0.0078547028824687,0.007854701951146126,0.007854701019823551,0.007854701951146126,0.13713720440864563,0.0078547028824687,0.0078547028824687,0.007854701019823551,0.007854701951146126,0.007854701951146126,0.0078547028824687,0.007854701019823551,0.007854701019823551,0.00785470474511385,0.007854701951146126,0.7371875643730164,0.007854701019823551
"all/1998-2004__biochemistry, genetics and molecular biology__7.txt",0.009799694642424583,0.009799694642424583,0.009799694642424583,0.009799694642424583,0.009799694642424583,0.009799696505069733,0.8334051370620728,0.009799694642424583,0.009799694642424583,0.009799694642424583,0.009799695573747158,0.009799694642424583,0.009799694642424583,0.009799695573747158,0.009799694642424583,0.009799694642424583,0.009799695573747158,0.009799694642424583
"all/2011-2017__biochemistry, genetics and molecular biology__22.txt",0.006054805591702461,0.006054806523025036,0.4210059642791748,0.006054806523025036,0.006054806988686323,0.006054806988686323,0.0060548060573637486,0.006054806523025036,0.0060548060573637486,0.006054805591702461,0.3937853276729584,0.006054806523025036,0.006054806523025036,0.006054806523025036,0.006054806523025036,0.0060548060573637486,0.09438662976026535,0.0060548060573637486
all/2005-2010__health professions__4.txt,0.0074563403613865376,0.0074563403613865376,0.0074563403613865376,0.0074563403613865376,0.0074563403613865376,0.007456340827047825,0.0074563403613865376,0.0074563403613865376,0.0074563403613865376,0.0074563403613865376,0.873242199420929,0.0074563403613865376,0.0074563403613865376,0.0074563403613865376,0.0074563403613865376,0.0074563403613865376,0.007456343621015549,0.0074563403613865376
all/2005-2010__social sciences__4.txt,0.007352257613092661,0.0073522585444152355,0.007352257613092661,0.007352258078753948,0.00735225947573781,0.007352260872721672,0.8750116229057312,0.0073522585444152355,0.007352260872721672,0.007352258078753948,0.007352262735366821,0.007352258078753948,0.007352258078753948,0.007352258078753948,0.007352258078753948,0.007352258078753948,0.0073522645980119705,0.007352257613092661
all/2011-2017__immunology and microbiology__20.txt,0.007168994285166264,0.007168994285166264,0.007168994285166264,0.007168994285166264,0.007168994750827551,0.007168995216488838,0.007168994750827551,0.007168994750827551,0.007168994285166264,0.007168994285166264,0.007168995216488838,0.007168994750827551,0.007168994285166264,0.007168994750827551,0.007168994750827551,0.007168994285166264,0.8781270980834961,0.007168994285166264
all/2011-2017__mathematics__2.txt,0.007705505471676588,0.007705602794885635,0.0077055152505636215,0.00770550686866045,0.46136268973350525,0.0077055213041603565,0.007705602329224348,0.007705508265644312,0.007705505471676588,0.007705505471676588,0.28237301111221313,0.007705528289079666,0.007705506402999163,0.007705507799983025,0.00770551199093461,0.007705510128289461,0.14068147540092468,0.007705505937337875
all/2011-2017__mathematics__3.txt,0.007788407616317272,0.007788407616317272,0.007788407616317272,0.007788407616317272,0.007788408547639847,0.007788409013301134,0.10935750603675842,0.0077884080819785595,0.007788407616317272,0.0077884080819785595,0.7660279870033264,0.007788407616317272,0.007788407616317272,0.007788409944623709,0.0077884080819785595,0.007788407616317272,0.007788408547639847,0.007788407616317272
all/2011-2017__medicine__36.txt,0.007439923007041216,0.007439923007041216,0.007439923007041216,0.007439923007041216,0.007439923472702503,0.0074399239383637905,0.11922163516283035,0.0074399239383637905,0.007439923472702503,0.007439923007041216,0.7617396116256714,0.007439923007041216,0.007439923007041216,0.0074399239383637905,0.0074399239383637905,0.007439923472702503,0.0074399239383637905,0.007439923472702503
all/2011-2017__immunology and microbiology__21.txt,0.008116594515740871,0.008116594515740871,0.008116594515740871,0.008116594515740871,0.008116594515740871,0.008116594515740871,0.008116594515740871,0.008116594515740871,0.008116594515740871,0.008116594515740871,0.008116594515740871,0.008116594515740871,0.008116594515740871,0.008116594515740871,0.008116594515740871,0.008116594515740871,0.8620178699493408,0.008116594515740871
all/2005-2010__social sciences__5.txt,0.008596419356763363,0.008596421219408512,0.008596420288085938,0.008596419356763363,0.008596421219408512,0.00859642494469881,0.00859642494469881,0.008596420288085938,0.008596421219408512,0.008596419356763363,0.00859642680734396,0.008596419356763363,0.008596421219408512,0.8538608551025391,0.008596421219408512,0.008596421219408512,0.008596425876021385,0.008596419356763363
"all/1998-2004__biochemistry, genetics and molecular biology__6.txt",0.006012975703924894,0.7959144711494446,0.006012975238263607,0.006012975703924894,0.0060129775665700436,0.006012978497892618,0.006012976635247469,0.006012978032231331,0.006012978032231331,0.006012975703924894,0.0060129789635539055,0.006012977100908756,0.006012975703924894,0.0060129775665700436,0.006012975703924894,0.006012975703924894,0.10787792503833771,0.006012975703924894
"all/2011-2017__biochemistry, genetics and molecular biology__23.txt",0.007200494408607483,0.00720049487426877,0.007200493477284908,0.007200494408607483,0.179368257522583,0.007200495805591345,0.5450373888015747,0.0072004967369139194,0.007200493477284908,0.007200494408607483,0.16758696734905243,0.007200494408607483,0.00720049487426877,0.007200495805591345,0.007200494408607483,0.007200493477284908,0.007200499065220356,0.007200493477284908
all/1998-2004__nursing__23.txt,0.010289743542671204,0.010289743542671204,0.010289743542671204,0.010289744473993778,0.010289744473993778,0.010289745405316353,0.010289744473993778,0.010289743542671204,0.010289743542671204,0.010289743542671204,0.010289746336638927,0.010289743542671204,0.825074315071106,0.010289743542671204,0.010289743542671204,0.010289743542671204,0.010289746336638927,0.010289743542671204
all/2005-2010__medicine__16.txt,0.006492726504802704,0.7446566224098206,0.006492726504802704,0.006492726970463991,0.00649272883310914,0.15145975351333618,0.0064927274361252785,0.006492727901786566,0.006492726504802704,0.006492726970463991,0.006492729764431715,0.0064927274361252785,0.006492726970463991,0.006492727901786566,0.006492726970463991,0.006492728367447853,0.006492729298770428,0.006492726504802704
all/2005-2010__nursing__0.txt,0.010801794938743114,0.010801795870065689,0.010801794938743114,0.010801795870065689,0.010801798664033413,0.010801801458001137,0.010801796801388264,0.010801800526678562,0.010801795870065689,0.010801795870065689,0.010801803320646286,0.010801798664033413,0.010801794938743114,0.8163694143295288,0.010801797732710838,0.010801795870065689,0.010801798664033413,0.010801794938743114
all/2005-2010__neuroscience__5.txt,0.00915343314409256,0.00915343314409256,0.00915343314409256,0.00915343314409256,0.009153435938060284,0.009153435006737709,0.00915343314409256,0.8443915843963623,0.00915343314409256,0.00915343314409256,0.009153435006737709,0.00915343314409256,0.00915343314409256,0.009153434075415134,0.009153435938060284,0.00915343314409256,0.009153435006737709,0.00915343314409256
all/2005-2010__psychology__5.txt,0.006301483139395714,0.006301484070718288,0.006301483139395714,0.006301483139395714,0.006301484536379576,0.006301486399024725,0.006301484070718288,0.006301483139395714,0.006301483139395714,0.006301483139395714,0.006301487796008587,0.5355772376060486,0.006301483139395714,0.006301484536379576,0.006301484536379576,0.006301484070718288,0.3635990023612976,0.006301483139395714
all/1998-2004__medicine__25.txt,0.8650548458099365,0.007937949150800705,0.007937947288155556,0.00793794821947813,0.007937951944768429,0.007937955670058727,0.00793795008212328,0.007937949150800705,0.00793794821947813,0.007937947288155556,0.007937956601381302,0.00793794821947813,0.00793795008212328,0.007937953807413578,0.007937951013445854,0.007937947288155556,0.007937956601381302,0.007937947288155556
all/1998-2004__medicine__31.txt,0.005902287550270557,0.15051449835300446,0.005902288481593132,0.00590228708460927,0.005902301520109177,0.24253956973552704,0.005902287550270557,0.005902305711060762,0.005902286618947983,0.34158116579055786,0.1827326864004135,0.005902290344238281,0.005902288947254419,0.005902288015931845,0.0059022922068834305,0.005902289878576994,0.005902289878576994,0.005902287550270557
all/2011-2017__social sciences__13.txt,0.009515233337879181,0.00951523520052433,0.009515234269201756,0.513446569442749,0.00951523706316948,0.1581844687461853,0.00951523706316948,0.009515234269201756,0.009515234269201756,0.009515234269201756,0.009515236131846905,0.009515234269201756,0.009515234269201756,0.009515239857137203,0.009515234269201756,0.009515233337879181,0.1856403946876526,0.009515233337879181
all/2011-2017__medicine__115.txt,0.007291519083082676,0.0072915200144052505,0.007291519083082676,0.0072915200144052505,0.0072915200144052505,0.0072915214113891125,0.0072915200144052505,0.0072915200144052505,0.007291519083082676,0.007291519083082676,0.007291520480066538,0.8760441541671753,0.007291519083082676,0.0072915200144052505,0.007291519083082676,0.007291519083082676,0.007291520945727825,0.007291519083082676
