topic,word,prop
6,describ,0.002795715350657701
6,regress,0.0027511247899383307
6,spectrum,0.002744195517152548
6,virus,0.0027301448862999678
6,chadwick,0.002724440069869161
6,subsequ,0.002487329300493002
6,health,0.002444878686219454
6,play,0.002377354772761464
6,review,0.002350241178646684
6,primarili,0.002291008830070496
6,caus,0.002228846307843924
6,measl,0.002189003163948655
6,twelv,0.002111221896484494
6,well,0.0021045594476163387
6,condit,0.002101621124893427
6,associ,0.002098584081977606
6,rise,0.002083925763145089
6,develop,0.0020646464545279737
6,enceph,0.002047061920166016
6,paper,0.002041965490207076
6,research,0.002036169869825244
6,syndrom,0.0019946780521422625
6,author,0.001984704751521349
6,agenc,0.001972232712432742
6,advanc,0.0019429760286584496
6,person,0.0019345361506566405
6,hypothes,0.0019264617003500466
7,appear,0.004097528290003538
7,sign,0.0035442183725535865
7,paper,0.0031732534989714627
7,school,0.002930828602984548
7,control,0.002795391483232379
7,system,0.002439234871417284
7,symptom,0.002435492118820548
7,publish,0.0023709535598754887
7,doubt,0.002341945888474584
7,specul,0.0021161744371056557
7,concomit,0.002106704516336322
7,throughout,0.0020720092579722404
7,london,0.0020556857343763113
7,royal,0.0020227550994604826
7,address,0.002021621912717819
7,other,0.002016369486227632
7,total,0.002010494703426957
7,colleagu,0.0019975388422608376
7,coffin,0.0019954002927988768
7,lancet,0.0019949455745518208
7,introduc,0.0019636747892946005
7,clinic,0.001947690034285188
7,free,0.0019385440973564985
7,review,0.0019294329686090352
7,mersc,0.0018956548301503067
7,bapi,0.0018956454005092387
7,bar,0.0018956230487674477
7,hypothesi,0.0018928105710074306
7,associ,0.001879910822026432
7,whose,0.0018693336751312015
8,vitamin,0.003885830054059625
8,interact,0.003579287324100733
8,autist,0.0034198807552456856
8,colon,0.003021149663254618
8,recommend,0.0030074785463511944
8,dose,0.0028110649436712265
8,enterocol,0.0027302589733153577
8,immunis,0.0026940847747027874
8,altmetr,0.002589851384982467
8,spectrum,0.002534090541303158
8,paradox,0.0024353326298296447
8,brain,0.00243093678727746
8,neurochem,0.0023303711786866192
8,studi,0.0023278002627193928
8,citat,0.0022946714889258146
8,dquo,0.002289307303726673
8,diagnos,0.0022676147054880857
8,defici,0.002265738556161523
8,nerv,0.002235810505226255
8,resolv,0.0022198054939508442
8,immun,0.0022142066154628988
8,behaviour,0.002119115320965648
8,signific,0.002092765644192696
8,methylmalon,0.0020216843113303185
8,main,0.0020095680374652147
8,student,0.0019737856928259134
8,health,0.0019517317414283755
8,abdomin,0.0019498246256262066
8,diarrhea,0.0019217855297029016
8,count,0.0018848865292966368
9,hypothesi,0.005020976532250643
9,bowel,0.0043899076990783215
9,influenti,0.004277948290109634
9,disord,0.004187993239611386
9,retract,0.003905244171619415
9,spectrum,0.0037010791711509228
9,stimul,0.0035042993258684874
9,find,0.00276212627068162
9,favor,0.002736815949901939
9,attenu,0.002655386226251721
9,interest,0.00265023042447865
9,inflammatori,0.0025728661566972733
9,propos,0.0025199023075401783
9,most,0.0025176312774419785
9,articl,0.002504905685782433
9,across,0.0024145457427948713
9,investig,0.0023984413128346205
9,ethic,0.002392731606960297
9,behaviour,0.002336792415007949
9,extrem,0.0023067952133715157
9,increas,0.002299573738127947
9,accord,0.0022954647429287434
9,institut,0.0021988970693200827
9,particular,0.0021943552419543266
9,paper,0.0021910849027335644
9,virus,0.002168643055483699
9,lead,0.002166719874367118
9,medic,0.002142645651474595
9,general,0.002049746690317989
9,diseas,0.0020287048537284136
10,current,0.0032903228420764212
10,deer,0.003183783497661352
10,find,0.0028910133987665176
10,health,0.0028613272588700056
10,involv,0.002807502169162035
10,control,0.00277105369605124
10,scientif,0.0026065742131322627
10,alreadi,0.0025095527525991197
10,data,0.0025046260561794047
10,system,0.0024889034684747453
10,exposur,0.0024163119960576296
10,young,0.0024102656170725822
10,ill,0.0023703589104115963
10,well,0.0023644035682082176
10,author,0.0023317700251936913
10,possibl,0.002308742608875036
10,temporarili,0.0023071176838129763
10,year,0.0022418543230742216
10,histori,0.002231848193332553
10,histor,0.002226791577413678
10,studi,0.00221595773473382
10,associ,0.0022150776349008088
10,editor,0.002195275854319334
10,retract,0.0021340306848287587
10,communiti,0.0021131103858351707
10,agreement,0.002080465666949749
10,absenc,0.002056550933048129
10,cross,0.00205081794410944
10,brain,0.00205081538297236
10,quick,0.00204349379055202
11,reflect,0.00505089247599244
11,clear,0.004251491278409958
11,state,0.004187028389424086
11,retract,0.00369039224460721
11,studi,0.0033013524953275923
11,aspect,0.0032071999739855532
11,paper,0.0030969080980867147
11,fall,0.0029364710208028555
11,explor,0.0029157050885260105
11,interest,0.002870315685868263
11,also,0.0027734776958823204
11,enterocol,0.002757411682978273
11,polici,0.002672831527888775
11,press,0.0025959881022572517
11,howev,0.002592833712697029
11,year,0.00258203549310565
11,becom,0.0025213384069502354
11,compon,0.0024876587558537717
11,british,0.002401397097855807
11,stand,0.0023879269137978554
11,prove,0.0023498707450926304
11,team,0.0023055998608469963
11,regress,0.002300378866493702
11,suggest,0.0022852793335914607
11,antigen,0.002250440651550889
11,observ,0.002222821582108736
11,confer,0.0021848203614354134
11,horton,0.0021774284541606907
11,connect,0.0021716766059398647
11,patient,0.0021399420220404863
12,citat,0.005206548608839512
12,articl,0.004520103335380554
12,wrong,0.0033779735676944256
12,sphere,0.003183224471285939
12,chart,0.003148805815726518
12,fail,0.002937957644462585
12,paper,0.0027915381360799074
12,scientif,0.0027443990111351013
12,text,0.0027085046749562025
12,discuss,0.002667616819962859
12,cite,0.002599342726171017
12,take,0.002585215261206031
12,technic,0.0024688965640962124
12,read,0.00242830952629447
12,apoptosi,0.002315031131729484
12,caus,0.002250836929306388
12,allow,0.002243147464469075
12,bedford,0.0022213277406990532
12,overlay,0.0021830075420439248
12,bloodstream,0.0021550627425313
12,internet,0.002136547351256013
12,observ,0.0021358919329941273
12,bell,0.0021281985100358725
12,interpret,0.0020989724434912205
12,topic,0.0020675207488238807
12,offici,0.0020669624209403987
12,hypothesi,0.002042977139353752
12,account,0.0020305386278778315
12,emphasi,0.0020072858314961195
12,first,0.001972203142940998
13,health,0.0032594844233244658
13,journalist,0.0028955121524631977
13,nation,0.0027524130418896675
13,million,0.0025248418096452947
13,similar,0.002490702085196972
13,anoth,0.0024610059335827827
13,case,0.0024538461584597826
13,date,0.002263358794152737
13,review,0.0022459817118942733
13,intent,0.0022145304828882213
13,decad,0.0021925149485468864
13,queri,0.002178405411541462
13,sever,0.0021760999225080013
13,articl,0.0021730507723987107
13,collect,0.002026151167228818
13,approxim,0.0020238670986145735
13,public,0.0020210747607052326
13,includ,0.0019926915410906076
13,unit,0.0019820118322968483
13,singl,0.001936834421940148
13,concept,0.0017857762286439538
13,number,0.0017678679432719946
13,recent,0.0017486483557149768
13,fold,0.0017333643045276403
13,sticki,0.0017192470841109753
13,appear,0.001713230274617672
13,near,0.001680058427155018
13,occur,0.0016776995034888387
13,tripl,0.0016552605666220188
13,finland,0.0015960277523845436
14,topic,0.0043414453975856295
14,aris,0.0027164400089532137
14,europ,0.002542932284995913
14,report,0.0024449075572192673
14,diagnost,0.002424627775326371
14,within,0.0023682320024818178
14,find,0.0023118271492421627
14,paper,0.0022073984146118164
14,number,0.0021811150945723057
14,elev,0.0021746275015175343
14,mening,0.0021702249068766832
14,along,0.0021577500738203526
14,problem,0.0021437034010887146
14,minocyclin,0.002097672782838345
14,suppos,0.002039368497207761
14,receiv,0.002036576392129064
14,function,0.0020154649391770363
14,anxieti,0.002000483451411128
14,casein,0.0019656082149595022
14,psychiatr,0.0019461071351543067
14,signiﬁc,0.001935429172590375
14,intens,0.001931609236635268
14,comprehens,0.0019072070717811587
14,run,0.001860106131061912
14,messag,0.0018598729511722922
14,controversi,0.0018545775674283504
14,norway,0.0018384201684966683
14,lancet,0.0018138723680749536
14,current,0.0018043293384835124
14,defici,0.0017868262948468328
15,lancet,0.006374824792146683
15,partial,0.0033379164524376392
15,loss,0.0030503114685416217
15,rather,0.002997261704877019
15,side,0.0028805318288505077
15,case,0.002791502047330141
15,retract,0.002748197177425027
15,set,0.002620368730276823
15,build,0.002592221135273576
15,controversi,0.0025788717903196807
15,link,0.002533831400796771
15,part,0.0024646762758493428
15,skill,0.0024400893598794933
15,appear,0.0024232366122305393
15,reaction,0.002388424938544631
15,interest,0.0023768802639096967
15,notabl,0.00234984909184277
15,ultim,0.0023215643595904108
15,health,0.0022937660105526447
15,concern,0.0022044836077839136
15,rare,0.002199227921664715
15,argu,0.0021934099495410924
15,relat,0.002165685407817364
15,duti,0.002114096190780401
15,report,0.0020971957128494982
15,stem,0.0020868743304163213
15,measl,0.0020810123533010483
15,alleg,0.0020593348890542984
15,effect,0.002044077729806304
15,would,0.002016322687268257
16,acquir,0.005979522597044706
16,specul,0.005387097597122192
16,normal,0.005218794569373132
16,skill,0.005155909806489945
16,abdomin,0.004754015244543552
16,loss,0.004705963656306267
16,abnorm,0.004498555324971676
16,languag,0.0038590158801525827
16,administr,0.003823656123131513
16,develop,0.003814202034845948
16,includ,0.0037300863768905397
16,behavior,0.003727110568434
16,report,0.003413794795051217
16,histori,0.003404861548915505
16,author,0.0032887074630707502
16,uncontrol,0.003250855254009366
16,pain,0.0031970739364624023
16,diarrhea,0.00312552833929658
16,evid,0.002949395915493369
16,refer,0.002932917792350054
16,studi,0.0027876000385731463
16,regress,0.0027067165356129412
16,identifi,0.002634161850437522
16,review,0.002620906103402376
16,nervous,0.0025899370666593318
16,case,0.0025797535199671984
16,disturb,0.00251867831684649
16,onset,0.0025021021720021963
16,central,0.002495556604117155
16,associ,0.002489746082574129
17,research,0.002578654093667865
17,rate,0.0024771529715508227
17,quarter,0.002415701514109969
17,statist,0.002355322241783142
17,judgement,0.002285104477778077
17,relat,0.002261734334751964
17,health,0.002256436739116907
17,fraudul,0.002243924420326948
17,problem,0.0021744847763329744
17,crohn,0.002164738718420267
17,age,0.002124621532857418
17,amplifi,0.002106712432578206
17,whose,0.002045061904937029
17,confer,0.002029100200161338
17,follicl,0.00201031006872654
17,redact,0.002007652772590518
17,hedg,0.001990914810448885
17,press,0.0019907872192561626
17,cautious,0.001989025389775634
17,misdemeanour,0.001971381483599544
17,futur,0.0019415549468249087
17,investig,0.001921457820571959
17,peopl,0.0018754980992525816
17,independ,0.001872987602837384
17,report,0.0018680163193494077
17,famous,0.001812669215723872
17,royal,0.001801824546419084
17,appear,0.001786701031960547
17,fourth,0.001770669361576438
17,deer,0.0017637941054999828
18,see,0.003785145003348589
18,act,0.003669817233458162
18,protein,0.00327963475137949
18,choos,0.0032281759195029736
18,opioid,0.0031583055388182397
18,confer,0.003035430563613773
18,current,0.0026683600153774023
18,press,0.0026149447076022625
18,séralini,0.002560806460678577
18,absorpt,0.002488884376361966
18,know,0.0024780582170933485
18,indirect,0.0024485657922923565
18,time,0.002422722987830639
18,launch,0.0023933667689561844
18,direct,0.0023244924377650023
18,central,0.0022745151072740555
18,frame,0.0021748386789113283
18,announc,0.0021571740508079533
18,hypothesi,0.002135952701792121
18,autist,0.002127697691321373
18,five,0.002097844611853361
18,complaint,0.0020903756376355886
18,dysfunct,0.002072170376777649
18,mthfr,0.0020325949881225824
18,purport,0.002018340863287449
18,rise,0.0020181795116513968
18,develop,0.0019908917602151632
18,explain,0.0019624193664640193
18,year,0.0019485395168885586
18,studi,0.0019441024633124469
19,examin,0.003382976865395904
19,development,0.0031959996558725834
19,disord,0.002912350464612245
19,bone,0.00290934625081718
19,letter,0.0028407915960997343
19,report,0.002687182277441025
19,increas,0.0025666872970759873
19,consid,0.002566261915490031
19,caus,0.002564759226515889
19,receipt,0.002561751287430525
19,genuin,0.002543117152526975
19,constip,0.0024595004506409173
19,california,0.002327270805835724
19,transloc,0.002285862108692527
19,contracept,0.002257825806736946
19,health,0.0022369546350091696
19,claim,0.0022234136704355483
19,recent,0.0022032069973647594
19,scientif,0.0021663508377969265
19,accept,0.0021209451369941235
19,infer,0.002113774186000228
19,ultrasound,0.0020747608505189423
19,cohort,0.0020474435295909643
19,origin,0.001943962415680289
19,differ,0.0019338906276971106
19,plan,0.0018870611675083642
19,scrutini,0.0018699682550504804
19,cent,0.0018490059301257133
19,investig,0.001848143176175654
19,convers,0.001835898612625897
20,cost,0.005435536615550518
20,bedford,0.002751852618530393
20,time,0.002531890058889985
20,outbreak,0.0025098775513470173
20,hospit,0.002347826026380062
20,investig,0.00228838506154716
20,enrol,0.002065431093797088
20,though,0.0020417948253452782
20,reader,0.0020417049527168274
20,live,0.0020370774436742067
20,state,0.002035976387560368
20,affect,0.0020299998577684164
20,young,0.0020152844954282045
20,parent,0.001988018164411187
20,consist,0.001974580343812704
20,development,0.0019581490196287628
20,misus,0.001932406215928495
20,delay,0.0019006377551704645
20,school,0.0018974683480337266
20,high,0.0018878390546888113
20,expert,0.0018662788206711407
20,unvaccin,0.0018612634157761925
20,elliman,0.0018523805774748323
20,inform,0.0018444941379129887
20,still,0.0018246815307065845
20,relat,0.0018201018683612347
20,publicis,0.0018180662300437687
20,disord,0.0018051016377285125
20,come,0.0017927250592038035
20,littl,0.001770741888321936
21,tabl,0.005209179595112801
21,advers,0.004999793600291014
21,citat,0.00468424754217267
21,tripl,0.0042442544363439074
21,find,0.0036554846446961173
21,probabl,0.0032422959338873625
21,attempt,0.00312042492441833
21,singl,0.002960865618661046
21,caus,0.0029582490678876643
21,alarm,0.002902462380006909
21,health,0.0027490556240081787
21,declin,0.002684927778318525
21,paper,0.002622384345158934
21,trigger,0.0025370465591549873
21,mainstream,0.0025005023926496506
21,spectrum,0.002484513679519296
21,fraudul,0.0024530368391424413
21,fals,0.002450413536280393
21,sustain,0.0023951667826622725
21,mortal,0.002382209524512291
21,general,0.002381013473495841
21,percept,0.002361454768106341
21,pregnanc,0.0022948007099330425
21,young,0.0022894199937582016
21,trajectori,0.0022791181690990925
21,effect,0.002239507157355547
21,crisi,0.0021975026465952396
21,full,0.0021817393135279413
21,public,0.0021474086679518227
21,studi,0.0021363154519349337
22,mucos,0.007971329614520073
22,subtl,0.005575967486947775
22,intestin,0.005390073172748089
22,patholog,0.0048118075355887404
22,characterist,0.0047745443880558005
22,pattern,0.0042883832938969135
22,articl,0.0042523304000496856
22,abnorm,0.003708456642925739
22,presenc,0.003587341867387295
22,overlay,0.003107783617451787
22,deer,0.0030362906400114302
22,detail,0.00297662359662354
22,condit,0.002933768788352609
22,uncov,0.0028670041356235747
22,gluten,0.0028555782046169047
22,exampl,0.0028227809816598892
22,casein,0.002790742786601186
22,symptom,0.0027889488264918327
22,assess,0.0027853450737893577
22,sourc,0.002684365026652813
22,inflamm,0.002561332657933235
22,statement,0.0025421001482754946
22,health,0.0024934045504778624
22,limit,0.0024879202246665955
22,includ,0.002477210247889161
22,celiac,0.0024445364251732826
22,lesson,0.002400678815320134
22,disord,0.002374316565692425
22,context,0.002351023955270648
22,lesion,0.002348327310755849
23,articl,0.003807231551036239
23,rhetor,0.0037046177312731743
23,event,0.0032276965212076907
23,month,0.0027731254231184717
23,theori,0.0027099219150841236
23,examin,0.002633098978549242
23,seed,0.002602373715490103
23,neurolog,0.002578358864411712
23,remov,0.002329239621758461
23,program,0.0022985762916505337
23,comparison,0.0022798115387558933
23,medicin,0.002273500431329012
23,success,0.002228982280939817
23,surfac,0.002186783356592059
23,consent,0.0021828534081578255
23,therebi,0.0021328225266188387
23,survey,0.002122374251484871
23,analys,0.0021003163419663906
23,reject,0.0020828836131840944
23,cite,0.002040872350335121
23,analysi,0.0020391035359352827
23,hedg,0.002018924104049802
23,begin,0.0019766057375818487
23,note,0.0019604717381298538
23,knowledg,0.0019242092967033386
23,friend,0.0018797873053699727
23,receiv,0.0018644409719854593
23,origin,0.0018437502440065145
23,fallaci,0.0018125383649021387
23,thiomeros,0.0018088101642206313
24,vaccin,0.008815506473183632
24,link,0.007145200856029987
24,measl,0.0070672486908733845
24,associ,0.006752706132829189
24,public,0.006561845075339079
24,studi,0.00654234504327178
24,report,0.006285160314291716
24,articl,0.006205547135323286
24,autism,0.0061544436030089855
24,rubella,0.006134314928203821
24,mump,0.0060781887732446185
24,publish,0.00589960440993309
24,media,0.005811967421323061
24,diseas,0.0057185208424925795
24,paper,0.005570948589593172
24,concern,0.005498017184436321
24,parent,0.005398409441113472
24,claim,0.005337497685104609
24,subsequ,0.005235616117715836
24,immun,0.00514958705753088
24,safeti,0.005087140947580338
24,coverag,0.0049309320747852325
24,lancet,0.004930878058075905
24,case,0.0049036163836717606
24,suggest,0.004847425036132336
24,evid,0.0047263260930776605
24,follow,0.004721673671156168
24,research,0.004705816973000765
24,regress,0.004641851875931025
24,andrew,0.004467406310141087
