doc,1,2,3,4,5,6,7,8,9,10,11,12,13
text/480_(area= psychology;;social sciences)_(period= 2011-2017).txt,0.007174690719693899,0.007174799684435129,0.099579356610775,0.007174613419920206,0.007174659986048937,0.007174959871917963,0.007175107020884752,0.38804808259010315,0.007174724712967873,0.007174670696258545,0.44062429666519165,0.007175065111368895,0.007174964062869549
text/452_(area= nursing)_(period= 2011-2017).txt,0.012476992793381214,0.012477229349315166,0.12115716189146042,0.012476945295929909,0.012476898729801178,0.012484234757721424,0.01247732900083065,0.7415880560874939,0.01247722189873457,0.012476860545575619,0.012476891279220581,0.012477307580411434,0.01247686892747879
text/560_(area= medicine;;neuroscience)_(period= 2011-2017).txt,0.3721296191215515,0.010475906543433666,0.01047568954527378,0.010475371032953262,0.010475529357790947,0.010475486516952515,0.010475288145244122,0.5126404762268066,0.010475379414856434,0.010476241819560528,0.01047495473176241,0.01047512236982584,0.010474955663084984
text/488_(area= medicine)_(period= 2011-2017).txt,0.008297121152281761,0.008295993320643902,0.008295852690935135,0.41213905811309814,0.008295844309031963,0.00829588808119297,0.008295836858451366,0.49660518765449524,0.008295943960547447,0.008295835927128792,0.008295821025967598,0.008295845240354538,0.00829580519348383
text/548_(area= )_(period= 2011-2017).txt,0.013852640986442566,0.013852620497345924,0.013852623291313648,0.013852695934474468,0.013852961361408234,0.013852610252797604,0.013852586038410664,0.3453432321548462,0.013852806761860847,0.5022772550582886,0.013852735981345177,0.013852559961378574,0.013852713629603386
text/52_(area= medicine;;nursing)_(period= 1998-2004).txt,0.009574380703270435,0.009573778137564659,0.009574372321367264,0.009573942050337791,0.00957441795617342,0.009573876857757568,0.009574824944138527,0.23441025614738464,0.009573737159371376,0.6602697372436523,0.009574797004461288,0.009574102237820625,0.009577768854796886
text/379_(area= arts and humanities;;social sciences)_(period= 2011-2017).txt,0.009230375289916992,0.009229760617017746,0.009229835122823715,0.009230026043951511,0.3759117126464844,0.009229855611920357,0.009229917079210281,0.4402754306793213,0.009230028837919235,0.09151377528905869,0.009229736402630806,0.009229705668985844,0.009229791350662708
text/483_(area= social sciences)_(period= 2011-2017).txt,0.010562937706708908,0.01056304108351469,0.010562877170741558,0.010562757030129433,0.010562821291387081,0.010563693009316921,0.010562841780483723,0.4103993773460388,0.01056278683245182,0.010562957264482975,0.010562737472355366,0.010562796145677567,0.47340837121009827
text/429_(area= nursing)_(period= 2011-2017).txt,0.01061649527400732,0.010616316460072994,0.010616498999297619,0.01061643473803997,0.010616631247103214,0.010616380721330643,0.5422619581222534,0.340957909822464,0.010616266168653965,0.010616236366331577,0.010616237297654152,0.01061626523733139,0.0106163639575243
text/87_(area= medicine;;psychology)_(period= 1998-2004).txt,0.008491494692862034,0.008491097949445248,0.008491383865475655,0.00849157851189375,0.008490986190736294,0.008491459302604198,0.22682307660579681,0.6797739863395691,0.008491220884025097,0.00849081389605999,0.008490861393511295,0.008491124957799911,0.008490894921123981
"text/164_(area= arts and humanities;;computer science;;economics, econometrics and finance;;engineering;;social sciences)_(period= 2005-2010).txt",0.009283015504479408,0.009282995015382767,0.009283002465963364,0.009282995946705341,0.009283014573156834,0.009282994084060192,0.009282990358769894,0.8886039853096008,0.009282994084060192,0.009282998740673065,0.009283031336963177,0.009282988496124744,0.009282989427447319
text/427_(area= nursing)_(period= 2011-2017).txt,0.018983343616127968,0.01898384653031826,0.01898348145186901,0.018983518704771996,0.018983522430062294,0.018983466550707817,0.018983403220772743,0.01898699626326561,0.01898345910012722,0.018983643501996994,0.018983449786901474,0.7721942067146301,0.018983734771609306
"text/368_(area= biochemistry, genetics and molecular biology)_(period= 2011-2017).txt",0.00928311888128519,0.009283184073865414,0.009283261373639107,0.009283200837671757,0.009283061139285564,0.009283415973186493,0.009283049032092094,0.5254877209663391,0.00928372424095869,0.00928321573883295,0.37239646911621094,0.009283468127250671,0.009283059276640415
text/186_(area= medicine)_(period= 2005-2010).txt,0.009675342589616776,0.009675306268036366,0.009675602428615093,0.009675310924649239,0.009675358422100544,0.0581103153526783,0.009675292298197746,0.40445032715797424,0.44068458676338196,0.009675462730228901,0.00967610627412796,0.009675664827227592,0.00967532116919756
text/261_(area= mathematics)_(period= 2005-2010).txt,0.011893993243575096,0.011894051916897297,0.011894035153090954,0.011893988586962223,0.011893989518284798,0.011894037947058678,0.011894010938704014,0.3682745695114136,0.5008912682533264,0.011893990449607372,0.01189400814473629,0.011894014663994312,0.011894023045897484
text/173_(area= medicine;;psychology)_(period= 2005-2010).txt,0.008652974851429462,0.008652796968817711,0.008653153665363789,0.008652808144688606,0.008652802556753159,0.008652973920106888,0.4235348105430603,0.48128244280815125,0.008652806282043457,0.008652817457914352,0.00865288358181715,0.008653032593429089,0.008653730154037476
text/422_(area= arts and humanities;;psychology;;social sciences)_(period= 2011-2017).txt,0.010697796940803528,0.010697711259126663,0.010697864927351475,0.010697497054934502,0.010697507299482822,0.010698199272155762,0.010697554796934128,0.3206089735031128,0.5617166757583618,0.01069756131619215,0.010697555728256702,0.010697506368160248,0.010697629302740097
"text/211_(area= environmental science;;pharmacology, toxicology and pharmaceutics)_(period= 2005-2010).txt",0.010972783900797367,0.010972879827022552,0.010972765274345875,0.010972888208925724,0.01097280066460371,0.5111523270606995,0.010973535478115082,0.36814552545547485,0.010973265394568443,0.010972762480378151,0.010972885414958,0.010972763411700726,0.01097280066460371
text/223_(area= psychology)_(period= 2005-2010).txt,0.01187861617654562,0.4382556080818176,0.011878312565386295,0.01187868881970644,0.011879253201186657,0.011878508143126965,0.011878477409482002,0.43108102679252625,0.011878440156579018,0.011878290213644505,0.011878262273967266,0.01187827903777361,0.011878239922225475
text/191_(area= medicine;;social sciences)_(period= 2005-2010).txt,0.011274721473455429,0.011274638585746288,0.23272018134593964,0.011274641379714012,0.011274654418230057,0.011274819262325764,0.011274660006165504,0.6432583928108215,0.011274772696197033,0.011274641379714012,0.011274637654423714,0.01127462089061737,0.011274626478552818
text/372_(area= medicine)_(period= 2011-2017).txt,0.008898318745195866,0.008898353204131126,0.008898479864001274,0.00889829732477665,0.0088982954621315,0.00889848917722702,0.008898387663066387,0.8932198286056519,0.00889833364635706,0.008898330852389336,0.0088982954621315,0.00889830756932497,0.008898303844034672
text/91_(area= medicine;;neuroscience)_(period= 1998-2004).txt,0.009340374730527401,0.009340367279946804,0.5202562808990479,0.009340383112430573,0.009340384043753147,0.009340577758848667,0.009340404532849789,0.37699928879737854,0.009340424090623856,0.009340362623333931,0.009340343996882439,0.00934035237878561,0.009340415708720684
"text/119_(area= biochemistry, genetics and molecular biology;;immunology and microbiology;;pharmacology, toxicology and pharmaceutics)_(period= 1998-2004).txt",0.010994447395205498,0.01099446788430214,0.010994425043463707,0.010994908399879932,0.010994848795235157,0.010994803160429,0.010994468815624714,0.6671712398529053,0.010994468815624714,0.01099430676549673,0.21188880503177643,0.01099452469497919,0.010994289070367813
"text/353_(area= business, management and accounting;;economics, econometrics and finance)_(period= 2011-2017).txt",0.689950168132782,0.012435170821845531,0.012435237877070904,0.012436265125870705,0.012435253709554672,0.012435290962457657,0.01243516243994236,0.17326155304908752,0.01243526116013527,0.012435240671038628,0.012435134500265121,0.012435121461749077,0.012435147538781166
text/243_(area= medicine)_(period= 2005-2010).txt,0.010107158683240414,0.010107377544045448,0.010106843896210194,0.010106650181114674,0.49771982431411743,0.010107039473950863,0.0101067079231143,0.39110398292541504,0.010106692090630531,0.010107213631272316,0.010106639936566353,0.010106627829372883,0.010107289999723434
text/67_(area= medicine)_(period= 1998-2004).txt,0.008897132240235806,0.00889717135578394,0.008897123858332634,0.008897088468074799,0.00889712106436491,0.32335349917411804,0.008897113613784313,0.5787782073020935,0.008897189050912857,0.008897089399397373,0.008897077292203903,0.008897070772945881,0.00889713317155838
text/516_(area= medicine;;nursing;;social sciences)_(period= 2011-2017).txt,0.010644187219440937,0.010644081979990005,0.010644002817571163,0.010644108057022095,0.010644130408763885,0.010644061490893364,0.010644125752151012,0.6334509253501892,0.01064404845237732,0.010644127614796162,0.24946370720863342,0.010644018650054932,0.010644468478858471
text/309_(area= mathematics)_(period= 2011-2017).txt,0.011639108881354332,0.011639077216386795,0.011639058589935303,0.011639040894806385,0.011639116331934929,0.011639231815934181,0.011639047414064407,0.4503815770149231,0.42158839106559753,0.011639157310128212,0.011639036238193512,0.011639042757451534,0.0116391247138381
text/184_(area= nursing)_(period= 2005-2010).txt,0.010957657359540462,0.010957605205476284,0.010957603342831135,0.41941091418266296,0.010957695543766022,0.010957814753055573,0.01095771137624979,0.46005457639694214,0.010957598686218262,0.010957618243992329,0.010957768186926842,0.010957703925669193,0.010957784950733185
text/32_(area= medicine)_(period= 1998-2004).txt,0.009875066578388214,0.009875332936644554,0.009875274263322353,0.009875326417386532,0.009875079616904259,0.3210727572441101,0.00987495481967926,0.5702999830245972,0.009875088930130005,0.009875168092548847,0.009875191375613213,0.009875061921775341,0.009875660762190819
text/539_(area= medicine)_(period= 2011-2017).txt,0.010821926407516003,0.010821829549968243,0.010821858420968056,0.010821781121194363,0.25102901458740234,0.010821902193129063,0.010821789503097534,0.6299303770065308,0.010821923613548279,0.010821825824677944,0.010821902193129063,0.010821853764355183,0.010822026990354061
text/73_(area= medicine)_(period= 1998-2004).txt,0.010034090839326382,0.010034717619419098,0.010034115053713322,0.010033953003585339,0.010034204460680485,0.01003425382077694,0.010034581646323204,0.5619446039199829,0.010034004226326942,0.01003432460129261,0.010033968836069107,0.010034183040261269,0.32767897844314575
text/122_(area= medicine;;nursing)_(period= 1998-2004).txt,0.008662006817758083,0.008662007749080658,0.008661989122629166,0.00866197980940342,0.008662243373692036,0.008662037551403046,0.008661982603371143,0.4256001114845276,0.008662049658596516,0.008662055246531963,0.4791175127029419,0.008662005886435509,0.008661987259984016
"text/551_(area= biochemistry, genetics and molecular biology;;immunology and microbiology;;medicine)_(period= 2011-2017).txt",0.009043369442224503,0.009043761529028416,0.009047850035130978,0.348666250705719,0.009042879566550255,0.06792949885129929,0.009045845828950405,0.4929642379283905,0.009043775498867035,0.009043008089065552,0.009042779915034771,0.0090436190366745,0.00904309656471014
text/304_(area= medicine;;nursing)_(period= 2011-2017).txt,0.011202755384147167,0.01120270136743784,0.011202734895050526,0.011202695779502392,0.011202669702470303,0.5514841675758362,0.011202691122889519,0.3252861201763153,0.011202704161405563,0.0112026771530509,0.01120266504585743,0.011202707886695862,0.011202710680663586
"text/592_(area= immunology and microbiology;;medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.00915494840592146,0.39332351088523865,0.00915519893169403,0.009154767729341984,0.009154774248600006,0.009154836647212505,0.009154727682471275,0.505973219871521,0.009154865518212318,0.009154747240245342,0.009154836647212505,0.00915475282818079,0.009154769591987133
text/273_(area= )_(period= 2005-2010).txt,0.011040879413485527,0.011040831916034222,0.4859296381473541,0.011040961369872093,0.01104093249887228,0.011041012592613697,0.011040826328098774,0.3926205337047577,0.011040843091905117,0.011040826328098774,0.011040875688195229,0.011040925048291683,0.011040938086807728
text/418_(area= health professions;;mathematics;;medicine)_(period= 2011-2017).txt,0.009563136845827103,0.009563490748405457,0.4619184732437134,0.009563223458826542,0.009563159197568893,0.009563231840729713,0.009563666768372059,0.4328852891921997,0.009563157334923744,0.0095635075122118,0.009563188068568707,0.009563221596181393,0.009563221596181393
text/531_(area= medicine)_(period= 2011-2017).txt,0.0067169941030442715,0.40804558992385864,0.006717058829963207,0.006716948933899403,0.0067170229740440845,0.0067171878181397915,0.006717014592140913,0.5180670619010925,0.006717032752931118,0.006716993171721697,0.00671699084341526,0.006716968026012182,0.006717110518366098
"text/182_(area= environmental science;;medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2005-2010).txt",0.011571740731596947,0.011571913957595825,0.011573566123843193,0.6003717184066772,0.011572602204978466,0.011572010815143585,0.01157171931117773,0.27233120799064636,0.011573338881134987,0.011573823168873787,0.011571845971047878,0.011572576127946377,0.011571955867111683
text/166_(area= medicine;;psychology)_(period= 2005-2010).txt,0.36172154545783997,0.011311652138829231,0.01131135318428278,0.011311284266412258,0.01131143607199192,0.011311369016766548,0.011311293579638004,0.5138530731201172,0.011311429552733898,0.011311560869216919,0.011311300098896027,0.011311301961541176,0.01131140161305666
text/214_(area= immunology and microbiology;;medicine)_(period= 2005-2010).txt,0.013117347843945026,0.013116128742694855,0.013116167858242989,0.5340558290481567,0.013116108253598213,0.013116137124598026,0.013116136193275452,0.3216640055179596,0.013116886839270592,0.013116179034113884,0.013116122223436832,0.013116701506078243,0.013116286136209965
text/105_(area= psychology)_(period= 1998-2004).txt,0.012082620523869991,0.012082630768418312,0.5991111993789673,0.012082628905773163,0.012082662433385849,0.012082566507160664,0.012082572095096111,0.26798015832901,0.012082639150321484,0.012082573026418686,0.012082546949386597,0.012082592584192753,0.012082590721547604
text/158_(area= medicine)_(period= 2005-2010).txt,0.010966407135128975,0.010966247878968716,0.01096627302467823,0.010966253466904163,0.010966265574097633,0.010966437868773937,0.46110111474990845,0.41826948523521423,0.010966407135128975,0.010966275818645954,0.010966256260871887,0.0109662851318717,0.010966281406581402
text/84_(area= medicine)_(period= 1998-2004).txt,0.010218112729489803,0.010218066163361073,0.010218126699328423,0.010218081064522266,0.010218054056167603,0.010219002142548561,0.010218198411166668,0.3302437663078308,0.010218069888651371,0.010218408890068531,0.5573551654815674,0.010218152776360512,0.010218777693808079
text/323_(area= arts and humanities;;psychology)_(period= 2011-2017).txt,0.009548327885568142,0.009547926485538483,0.009548718109726906,0.009548603557050228,0.5285232663154602,0.009547975845634937,0.009547963738441467,0.3664470911026001,0.009547821246087551,0.009548070840537548,0.009548489935696125,0.009547795169055462,0.009547877125442028
text/262_(area= medicine)_(period= 2005-2010).txt,0.008588875643908978,0.008588559925556183,0.008588824421167374,0.5515275597572327,0.008589105680584908,0.008589398115873337,0.008589128963649273,0.35399559140205383,0.008588575758039951,0.008588792756199837,0.008588493801653385,0.008588461205363274,0.008588586933910847
text/579_(area= medicine;;nursing)_(period= 2011-2017).txt,0.00961062777787447,0.009610677137970924,0.0096107367426157,0.00961062591522932,0.009610582143068314,0.37567904591560364,0.009610749781131744,0.5186000466346741,0.009610556997358799,0.009611484594643116,0.009612834081053734,0.009610755369067192,0.009611282497644424
text/46_(area= medicine)_(period= 1998-2004).txt,0.009255844168365002,0.00925571657717228,0.009257013909518719,0.009255434386432171,0.009255582466721535,0.00925646722316742,0.009255526587367058,0.47919079661369324,0.41899463534355164,0.009255552664399147,0.009255589917302132,0.009256337769329548,0.009255517274141312
text/449_(area= social sciences)_(period= 2011-2017).txt,0.012108947150409222,0.012108891271054745,0.012109000235795975,0.012108882889151573,0.36807987093925476,0.012108899652957916,0.012109118513762951,0.49872180819511414,0.012108882889151573,0.012108873575925827,0.01210896484553814,0.012108883820474148,0.012108925729990005
text/450_(area= social sciences)_(period= 2011-2017).txt,0.01447205524891615,0.014472343027591705,0.6497064828872681,0.014472108334302902,0.014471993781626225,0.014471879228949547,0.01447194442152977,0.19110143184661865,0.01447195466607809,0.014472151175141335,0.01447209157049656,0.014471757225692272,0.014471766538918018
text/315_(area= decision sciences;;mathematics)_(period= 2011-2017).txt,0.010570487007498741,0.010569928213953972,0.010569878853857517,0.010569894686341286,0.01056983694434166,0.010569742880761623,0.010569999925792217,0.43708059191703796,0.010570177808403969,0.010569876991212368,0.010569664649665356,0.4466501772403717,0.010569737292826176
text/494_(area= medicine)_(period= 2011-2017).txt,0.015535103157162666,0.015538354404270649,0.015536255203187466,0.015539921820163727,0.4409569799900055,0.015568755567073822,0.015537087805569172,0.3880847096443176,0.015539458952844143,0.015535945072770119,0.015543173998594284,0.015547082759439945,0.015537162311375141
"text/118_(area= biochemistry, genetics and molecular biology;;immunology and microbiology;;pharmacology, toxicology and pharmaceutics)_(period= 1998-2004).txt",0.5247397422790527,0.01388537883758545,0.01388541515916586,0.013885381631553173,0.013885361142456532,0.013885394670069218,0.01388541329652071,0.32252106070518494,0.0138854356482625,0.01388536486774683,0.01388535276055336,0.013885367661714554,0.013885367661714554
text/217_(area= nursing)_(period= 2005-2010).txt,0.19913752377033234,0.007497457787394524,0.3245927095413208,0.007497529964894056,0.007497461047023535,0.007497654762119055,0.007497516926378012,0.4012945890426636,0.007497566286474466,0.007497504353523254,0.007497524842619896,0.007497458718717098,0.007497478276491165
text/237_(area= medicine)_(period= 2005-2010).txt,0.010326158255338669,0.010326229967176914,0.010327457450330257,0.3541566729545593,0.01032637245953083,0.010326427407562733,0.010326461866497993,0.5322539210319519,0.010326161049306393,0.010325967334210873,0.010325874201953411,0.010326182469725609,0.0103261424228549
text/347_(area= medicine)_(period= 2011-2017).txt,0.006819702684879303,0.006821135058999062,0.27704036235809326,0.006818957626819611,0.006819570437073708,0.006821727845817804,0.006819088477641344,0.5472849607467651,0.10747485607862473,0.006820984184741974,0.006819829344749451,0.006819532252848148,0.0068192435428500175
"text/365_(area= biochemistry, genetics and molecular biology;;medicine;;pharmacology, toxicology and pharmaceutics)_(period= 2011-2017).txt",0.008889448828995228,0.008889446966350079,0.008889448828995228,0.008889446966350079,0.008889663964509964,0.00888944324105978,0.008889440447092056,0.893326461315155,0.008889477699995041,0.008889442309737206,0.008889446966350079,0.008889439515769482,0.008889439515769482
text/218_(area= medicine;;psychology)_(period= 2005-2010).txt,0.01244828850030899,0.012447593733668327,0.012447740882635117,0.012447607703506947,0.012447615154087543,0.01244951132684946,0.012447576969861984,0.4327625334262848,0.012447893619537354,0.012447724118828773,0.012447655200958252,0.012448117136955261,0.43031013011932373
text/13_(area= medicine)_(period= 1998-2004).txt,0.008604436181485653,0.008605055510997772,0.00860447995364666,0.47924894094467163,0.008605431765317917,0.008604390546679497,0.008604445494711399,0.4261011481285095,0.0086043830960989,0.008604345843195915,0.008604314178228378,0.008604293689131737,0.00860429834574461
text/425_(area= nursing)_(period= 2011-2017).txt,0.013211182318627834,0.013211255893111229,0.013211209326982498,0.013211186043918133,0.4474470615386963,0.013211202807724476,0.013211189769208431,0.40722960233688354,0.013211239129304886,0.013211268931627274,0.01321117952466011,0.013211202807724476,0.01321119349449873
text/163_(area= medicine;;neuroscience)_(period= 2005-2010).txt,0.009761967696249485,0.009760835207998753,0.009760984219610691,0.00976097397506237,0.00976013857871294,0.009767455980181694,0.2819710373878479,0.6106563210487366,0.009760350920259953,0.009760351851582527,0.009759782813489437,0.009759816341102123,0.009759990498423576
text/275_(area= medicine;;neuroscience)_(period= 2005-2010).txt,0.009792754426598549,0.2972675859928131,0.009792757220566273,0.009792630560696125,0.009792539291083813,0.009792665019631386,0.009792646393179893,0.5950132608413696,0.00979260541498661,0.009792674332857132,0.00979260727763176,0.009792548604309559,0.009792768396437168
text/490_(area= medicine)_(period= 2011-2017).txt,0.009824002161622047,0.0098239341750741,0.009823748841881752,0.009823779575526714,0.009823787957429886,0.39729759097099304,0.00982376467436552,0.4946403503417969,0.009823767468333244,0.009823761880397797,0.009823785163462162,0.009823786094784737,0.009823912754654884
